Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1706054696.76744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.729144573211666,0.97,-28.085056509290418,1.56,-3.0083516410418922,1.68,80.50153559683108
1706054696.86744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.749409710919416,0.97,-28.015453056052873,1.56,-2.985699371055321,1.68,61.691336755029596
1706054696.9674401,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.70997402585786,0.97,-28.071436980675003,1.56,-2.9550886729667925,1.68,73.67663745132563
1706054697.06744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.710722489790484,0.97,-28.057392062562883,1.56,-2.9853955976890796,1.68,78.75409411264746
1706054697.1674402,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.691172847041376,0.97,-28.04392807571976,1.56,-2.9984948900010857,1.68,83.0464236353405
1706054697.26744,VRU_Child,25.819658006940568,0.68,-22.607536043439584,0.65,-3.147520337785994,1.08,-142.01809620648964
1706054697.36744,VRU_Child,25.811090850830073,0.68,-22.600336456298816,0.65,-3.152441549301148,1.08,142.2762095658258
1706054697.4674401,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.632519976298013,0.97,-28.022997156778967,1.56,-2.9362396955490118,1.68,55.97721234828044
1706054697.56744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.65467154674041,0.97,-28.058019442436017,1.56,-2.9466675550509724,1.68,134.8216132231368
1706054697.6674402,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.642846043904623,0.97,-28.01583271026611,1.56,-2.959841259320577,1.68,59.477409793801854
1706054697.76744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.647191249963008,0.97,-28.028313492283672,1.56,-2.9972325744050927,1.68,102.36598360708683
1706054697.86744,VRU_Child,25.826172590255737,0.68,-22.578689575195305,0.65,-3.1512025892734528,1.08,93.8839773684219
1706054697.9674401,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.703084830081824,0.97,-28.08756891886393,1.56,-2.97852221402255,1.68,137.56540248808702
1706054698.06744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.701207041740414,0.97,-28.051876485347744,1.56,-2.9962127134203915,1.68,132.25515232166907
1706054698.1674402,VRU_Child,25.820377349853516,0.68,-22.60499334335326,0.65,-3.1399976015090956,1.08,-129.8356120984396
1706054698.26744,VRU_Child,25.7997864314488,0.68,-22.57357624598911,0.65,-3.1649584770202646,1.08,76.82143587279411
1706054698.36744,VRU_Child,25.82319100697835,0.68,-22.602651913960766,0.65,-3.1427426735560107,1.08,-146.2823245350998
1706054698.4674401,VRU_Child,25.815168925694056,0.68,-22.573986870901916,0.65,-3.1520710672651022,1.08,91.8974202392988
1706054698.56744,VRU_Child,25.818086896623885,0.68,-22.60767500741141,0.65,-3.1484590257917136,1.08,125.55297314322567
1706054698.6674402,VRU_Child,25.82412846883138,0.68,-22.595053672790517,0.65,-3.1437514225641894,1.08,128.3866558096341
1706054698.76744,VRU_Child,25.815461794535313,0.68,-22.60794067382812,0.65,-3.149427970250448,1.08,123.54132518484302
1706054698.86744,VRU_Child,25.814579010009762,0.68,-22.564651966094964,0.65,-3.218351423740388,1.08,-82.36764305769901
1706054698.9674401,VRU_Child,25.831335612705775,0.68,-22.587266649518686,0.65,-3.146391936710903,1.08,-107.05902460526035
1706054699.06744,VRU_Child,25.840522978040905,0.68,-22.593697230021153,0.65,-3.19669712914361,1.08,13.403174390994502
1706054699.1674402,VRU_Child,25.834907213846844,0.68,-22.590366045633946,0.65,-3.1355410416920986,1.08,116.08492540734582
1706054699.26744,VRU_Child,25.83191462925502,0.68,-22.564711162022174,0.65,-3.1493630068642764,1.08,-120.95479413067721
1706054699.36744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.761026488410103,0.97,-28.11320877075195,1.56,-3.046521537833744,1.68,139.1034250451217
1706054699.4674401,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.730518598814268,0.97,-28.0915004111625,1.56,-2.9771330163285543,1.68,101.68826225185902
1706054699.56744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.760162777370876,0.97,-28.021524146751116,1.56,-3.013308966601337,1.68,56.83893163320552
1706054699.6674402,VRU_Child,25.828289031982422,0.68,-22.598574956258133,0.65,-3.1391632556915288,1.08,133.08661203693816
1706054699.76744,VRU_Child,25.813623046875,0.68,-22.587707138061518,0.65,-3.151023197174073,1.08,124.41141162188093
1706054699.86744,VRU_Child,25.803108215332028,0.68,-22.603522300720208,0.65,-3.15153169631958,1.08,131.1503332452584
1706054699.9674401,VRU_Child,25.81191603342692,0.68,-22.613721847534176,0.65,-3.1518580913543706,1.08,-141.86756332719293
1706054700.06744,VRU_Child,25.825605710347492,0.68,-22.60179201761881,0.65,-3.1408018271128344,1.08,134.84116235976464
1706054700.1674402,VRU_Child,25.829578823513454,0.68,-22.57499567667643,0.65,-3.1488624413808193,1.08,-52.379559218769664
1706054700.26744,VRU_Child,25.832811900547572,0.68,-22.589939662388385,0.65,-3.1382470130920415,1.08,118.8581562698582
1706054700.36744,VRU_Child,25.806843757629395,0.68,-22.63779131571451,0.65,-3.239282608032227,1.08,-168.3852945934742
1706054700.4674401,VRU_Child,25.817806720733643,0.68,-22.5869128704071,0.65,-3.2141503095626835,1.08,-90.72213563462654
1706054700.56744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.74363766294537,0.97,-28.086253310694836,1.56,-2.9335280331698335,1.68,99.51554730794702
1706054700.6674402,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.745700604987867,0.97,-28.04217581315474,1.56,-3.0174599633072368,1.68,71.25993424399158
1706054700.76744,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,21.783924331665037,0.97,-27.956174774169924,1.56,-3.044824323654175,1.68,24.120003551376556
