Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1707264705.134423,Passenger_Vehicle,13.277293311225042,2.6,-30.842808617485893,5.08,-3.244510677125719,1.85,-17.398494736037936
1707264705.134423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.908480167388912,0.75,-4.565925121307364,0.69,-3.3295828104019165,1.45,74.91985103733215
1707264705.134423,Passenger_Vehicle,22.76744440439585,2.6,-25.37906033283955,5.08,-2.857940544953218,1.85,-117.7619130040916
1707264705.2344232,Passenger_Vehicle,13.274997711181639,2.6,-30.81389583240855,5.08,-3.3015392260117973,1.85,4.389346855466119
1707264705.2344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.91284484863281,0.75,-4.528497028350822,0.69,-3.3289986610412603,1.45,72.50715125313859
1707264705.2344232,Passenger_Vehicle,22.770821942223442,2.6,-25.382412592569985,5.08,-2.882626546753778,1.85,-126.55123976710344
1707264705.334423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.901353518168126,0.75,-4.382776737213127,0.69,-3.3225626548131313,1.45,-42.11600328987277
1707264705.334423,Passenger_Vehicle,22.80682239016971,2.6,-25.358366167223128,5.08,-2.8278116599933525,1.85,56.333951883000836
1707264705.334423,Passenger_Vehicle,22.681291580200195,2.6,-25.548174944790926,5.08,-3.3074414513327857,1.85,-177.9093006610352
1707264705.4344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.915699640909832,0.75,-4.4549462000528885,0.69,-3.2261397838592534,1.45,94.72762369566775
1707264705.4344232,Passenger_Vehicle,22.780527005876813,2.6,-25.37264295305524,5.08,-2.8657516547611785,1.85,50.47097986055517
1707264705.4344232,Passenger_Vehicle,13.257969336076217,2.6,-30.847268191250883,5.08,-3.267745104703037,1.85,-38.80970975046791
1707264705.534423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.91976928710937,0.75,-4.3633073170979735,0.69,-3.022339304288229,1.45,-91.34316915817388
1707264705.534423,Passenger_Vehicle,22.092365401131765,2.6,-7.011213081223618,5.08,-2.8246448125158037,1.85,106.94766334229725
1707264705.534423,Passenger_Vehicle,13.245168368021647,2.6,-30.915164947509766,5.08,-3.262890557448069,1.85,-8.176337389958915
1707264705.634423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.91566467285156,0.75,-4.431997094835546,0.69,-3.1535351276397714,1.45,96.10644413371642
1707264705.634423,Passenger_Vehicle,22.22813367843628,2.6,-9.258298382163044,5.08,-2.962747752666474,1.85,61.066447531203245
1707264705.634423,Passenger_Vehicle,13.222069480202412,2.6,-30.931094949895684,5.08,-3.2861279574307534,1.85,36.29582050936436
1707264705.7344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.912699699401852,0.75,-4.368038098017368,0.69,-3.01818867524465,1.45,92.72365940361635
1707264705.7344232,Passenger_Vehicle,13.218948884443803,2.6,-30.941714373501863,5.08,-3.249781998721036,1.85,-28.650108053031175
1707264705.7344232,Passenger_Vehicle,22.78714192708333,2.6,-25.33725261688232,5.08,-2.821828214327495,1.85,59.894860897253416
1707264705.834423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.920758565266926,0.75,-4.437674204508455,0.69,-3.1257054408391323,1.45,98.02961257350621
1707264705.834423,Passenger_Vehicle,13.1726332505544,2.6,-30.997974236806233,5.08,-3.2839874625205994,1.85,-21.870109055414314
1707264705.834423,Passenger_Vehicle,22.808425387820684,2.6,-25.34441803597115,5.08,-2.8462226326401168,1.85,71.93915461919448
1707264705.9344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.904720578874862,0.75,-4.42146580559866,0.69,-3.1516716480255127,1.45,100.61763688619735
1707264705.9344232,Passenger_Vehicle,22.79256512568547,2.6,-25.369549311124356,5.08,-2.972252900783833,1.85,-132.52416979205645
1707264705.9344232,Passenger_Vehicle,13.167877197265625,2.6,-31.049291610717766,5.08,-3.308406949043275,1.85,16.945678406820495
1707264706.034423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.901257705688472,0.75,-4.388692474365226,0.69,-3.08097267150879,1.45,93.15881318797207
1707264706.034423,Passenger_Vehicle,13.205122089385984,2.6,-31.075216293334954,5.08,-3.2498546361923224,1.85,-14.903449239846386
1707264706.034423,Passenger_Vehicle,22.827549285888672,2.6,-25.349360046386714,5.08,-2.9524426364898684,1.85,42.74273893386239
1707264706.134423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.906603240966795,0.75,-4.420708751678459,0.69,-3.20369439125061,1.45,101.50565452240804
1707264706.134423,Passenger_Vehicle,22.83867494987719,2.6,-25.352646567604754,5.08,-2.8109293995481552,1.85,45.10228570990035
1707264706.134423,Passenger_Vehicle,13.227729724003716,2.6,-31.10724786611703,5.08,-3.303876418333788,1.85,-18.97203079461489
1707264706.2344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.884158270699636,0.75,-4.409516879490435,0.69,-3.148220573152815,1.45,100.20419295889747
1707264706.2344232,Passenger_Vehicle,22.83626273018973,2.6,-25.346853910173685,5.08,-2.8262561116899767,1.85,38.5275401347316
1707264706.2344232,Passenger_Vehicle,13.189780780247279,2.6,-31.14370877402169,5.08,-3.3066419703619823,1.85,-51.085917577752355
1707264706.334423,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.90468139648437,0.75,-4.402885055541984,0.69,-3.2029433250427255,1.45,102.73352962683519
1707264706.334423,Passenger_Vehicle,21.016559600830078,2.6,-4.199769588617169,5.08,-2.911385554533738,1.85,70.43924074806738
1707264706.334423,Passenger_Vehicle,22.697040012904576,2.6,-25.492767061506004,5.08,-3.208141497203282,1.85,-108.92023258210958
1707264706.4344232,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,20.88126468658447,0.75,-4.360382159550976,0.69,-3.117400606473287,1.45,98.97467134369988
