000023.pid, person, 4.625419259071351, -6.493712449073792, -3.8458460569381714, 0.8152255415916443,69.38970952636515, 80.04935156188877
000024.pid, car, 29.008786065237864, -22.008137294224323, -3.922322307314192, 0.3005671203136444,-127.11154280056469, -171.95485731079629
000024.pid, person, 12.46878910064697, -20.21121294358197, -3.278701740152696, 0.8814369440078735,-79.50046211741981, 107.06792235233702
000025.pid, car, 29.010202725728348, -22.005576133728017, -3.9222508668899554, 0.3004818260669708,-127.74521531968283, -172.5712841750049
000025.pid, motorcycle, 12.439633309841156, -20.163725733757015, -3.1899049878120427, 0.4558705985546112,-83.69871267787265, 100.15225278103036
000025.pid, person, 12.439633309841156, -20.163725733757015, -3.1899049878120427, 0.8863469362258911,-83.69871267787265, 100.15225278103036
000026.pid, car, 29.0125059400286, -22.023931230817514, -3.9236686570303787, 0.30139636993408203,-127.00655732075384, -171.81303460296286
000026.pid, person, 12.459556293487548, -20.25522727966308, -3.3389281630516052, 0.8743569850921631,-81.01773301838136, 104.5484673474372
000027.pid, car, 28.998164176940918, -22.021438598632802, -3.9222509066263846, 0.30267876386642456,52.63427758839882, -172.1684857839311
000027.pid, person, 12.479683611128065, -20.25870545705159, -3.2684605386522083, 0.8758229613304138,-74.91403356683655, 110.6006479180661
000028.pid, car, 28.990259443010604, -22.03629084995814, -3.9225671291351327, 0.3003784418106079,53.90770716962075, -170.90096083838543
000028.pid, truck, 28.990259443010604, -22.03629084995814, -3.9225671291351327, 0.3008258640766144,53.90770716962075, -170.90096083838543
000028.pid, person, 12.415729105472565, -20.331610918045037, -3.30477786064148, 0.8755555748939514,-75.00651614829715, 109.57734717892262
000029.pid, bicycle, 4.61609172821045, -6.49156379699707, -3.8430453658103945, 0.3447166383266449,68.83552112530867, 81.41924435897113
000029.pid, person, 12.444636595876592, -20.33526300129137, -3.2631563512902515, 0.8635208606719971,-73.45744005440575, 113.60992766248431
000030.pid, bicycle, 4.641580104827882, -6.491769740456029, -3.8404843681736995, 0.3173582851886749,-16.67381185803524, 85.43731304689419
000030.pid, person, 12.457731035020615, -20.51487106747097, -3.4261037906010947, 0.8690682053565979,-72.92792468749397, 110.65545285462927
000031.pid, person, 12.439514279365538, -20.403637290000912, -3.3630556464195256, 0.872541069984436,-71.94877908918595, 111.36460656463261
000032.pid, person, 12.473344612121581, -20.55667791366577, -3.517110085487366, 0.8754400014877319,-72.64358789241376, 108.20827151948501
000033.pid, person, 12.39345073699951, -20.352436171637635, -3.3414410617616443, 0.8794369697570801,-75.13125759406029, 114.08905607648471
000034.pid, truck, 29.0005738394601, -22.026495524815143, -3.922811950956072, 0.3019280731678009,-127.40474885454671, -172.25103404273156
000034.pid, person, 12.440350744459362, -20.464079115125863, -3.398180815908644, 0.8778230547904968,-68.48140163236144, 112.82774910483779
000035.pid, truck, 28.996098200480144, -22.03074391682942, -3.922679344813029, 0.30203813314437866,-126.95305979892022, -171.77596949200966
