Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1707269248.89727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.041463851928707,0.99,-3.646153509616843,1.12,-3.4171512722969064,1.58,-162.54026094015762
1707269248.89727,Passenger_Vehicle,11.878005027770994,2.6,-17.268922775983807,5.08,-3.155106231570244,1.85,101.22634322213754
1707269248.89727,Passenger_Vehicle,23.009248224894204,2.6,-25.34099617004394,5.08,-3.032175318400065,1.85,-43.03420506820627
1707269248.99727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.049121220906569,0.99,-3.650785525639842,1.12,-3.415050903956096,1.58,-149.32743935630094
1707269248.99727,Passenger_Vehicle,12.02316963672638,2.6,-19.237903282046318,5.08,-3.0681414902210236,1.85,111.1056010175471
1707269248.99727,Passenger_Vehicle,23.260409673055012,2.6,-25.271990776062,5.08,-2.9686055978139247,1.85,-134.89519326868577
1707269249.09727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.027819633483881,0.99,-3.6930603981017964,1.12,-3.4257641633351654,1.58,-158.41483563857486
1707269249.09727,Passenger_Vehicle,22.9888374741013,2.6,-25.396221779488226,5.08,-2.9183559933224243,1.85,-70.2038040177723
1707269249.09727,Passenger_Vehicle,20.77393046547385,2.6,-27.60735135919908,5.08,-2.8906419487560497,1.85,-136.16043015583867
1707269249.1972702,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.05275185902913,0.99,-3.6425124009450194,1.12,-3.413131554921469,1.58,-144.63239199580033
1707269249.1972702,Passenger_Vehicle,19.079235918381634,2.6,-29.346912271836228,5.08,-3.2224297944237206,1.85,-128.74332580101094
1707269249.1972702,Passenger_Vehicle,22.990786201075505,2.6,-25.42308742121646,5.08,-2.8947161247855737,1.85,137.72517234318548
1707269249.29727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.033251762390135,0.99,-3.693642775217684,1.12,-3.424031019210817,1.58,-153.42719365091546
1707269249.29727,Passenger_Vehicle,22.9893912803836,2.6,-25.38680146380168,5.08,-2.933136154965657,1.85,-25.50859086749726
1707269249.29727,Passenger_Vehicle,20.375323982238772,2.6,-28.00506874084473,5.08,-3.1525441932678224,1.85,-132.8163093011446
1707269249.39727,Passenger_Vehicle,20.138793613599695,2.6,-28.261972593224574,5.08,-3.1828328111897344,1.85,-125.66668301986184
1707269249.39727,Passenger_Vehicle,22.986774909787062,2.6,-25.396216555339528,5.08,-2.9507619578663897,1.85,-56.34417898772008
1707269249.49727,Passenger_Vehicle,23.029137949789725,2.6,-25.391212401851526,5.08,-2.9230848743069555,1.85,66.77670999966556
1707269249.59727,Passenger_Vehicle,23.034823187466326,2.6,-25.393038322185642,5.08,-3.0008809648711106,1.85,78.93560360371895
1707269249.6972702,Passenger_Vehicle,23.265565236409504,2.6,-25.246161142985017,5.08,-2.965523719787598,1.85,-137.7694579330645
1707269249.79727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.039724032084143,0.99,-3.6864273548126127,1.12,-3.421270608901978,1.58,-152.83684535678128
1707269249.79727,Passenger_Vehicle,23.264440059661865,2.6,-25.25853252410888,5.08,-2.966143071651459,1.85,55.831022353325615
1707269249.89727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.02661418914795,0.99,-3.6888953844706136,1.12,-3.4257939656575522,1.58,-157.85980166865912
1707269249.89727,Passenger_Vehicle,19.90881558259328,2.6,-28.49016348520915,5.08,-3.2849886318047843,1.85,-127.08478974737687
1707269249.89727,Passenger_Vehicle,23.021900980096113,2.6,-25.39341535066303,5.08,-2.912258242305956,1.85,60.81464450368849
1707269249.99727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.014639854431147,0.99,-3.700786749521883,1.12,-3.430771907170614,1.58,-159.88156865266183
1707269249.99727,Passenger_Vehicle,19.698098238776712,2.6,-28.728281918693995,5.08,-3.246753117617439,1.85,-123.20111088379122
1707269249.99727,Passenger_Vehicle,22.992695345197404,2.6,-25.40328134809221,5.08,-2.8511321340288434,1.85,59.780138701590445
1707269250.09727,Passenger_Vehicle,22.99833623986495,2.6,-25.409189675983626,5.08,-2.8694421178416207,1.85,89.06297267856691
1707269250.09727,Passenger_Vehicle,11.768269245441141,2.6,-15.595468154320345,5.08,-3.136179667252761,1.85,84.49171553818881
1707269250.1972702,Passenger_Vehicle,22.99719042248196,2.6,-25.41215085983276,5.08,-2.848715603351593,1.85,-83.68500481304584
1707269250.1972702,Passenger_Vehicle,12.074962774912516,2.6,-19.193207085132595,5.08,-3.089701473712921,1.85,97.30704079003853
1707269250.29727,Passenger_Vehicle,23.01139682048076,2.6,-25.38992562165131,5.08,-2.8823737582644906,1.85,88.21914512389449
1707269250.29727,Passenger_Vehicle,20.256772959673846,2.6,-28.149664843523944,5.08,-3.1729918674186424,1.85,-128.16708069266548
1707269250.39727,Passenger_Vehicle,23.013457404242622,2.6,-25.414766417609318,5.08,-2.8847600354088683,1.85,85.65150861595579
1707269250.39727,Passenger_Vehicle,11.855795655931741,2.6,-16.98186213629586,5.08,-3.098367946488517,1.85,91.96601312109759
1707269250.49727,Passenger_Vehicle,20.310082526434037,2.6,-28.051233473278234,5.08,-3.2218178794497536,1.85,-165.02896945892684
1707269250.49727,Passenger_Vehicle,23.263559341430664,2.6,-25.244043350219723,5.08,-2.966813743114472,1.85,67.33333758640995
1707269250.59727,Passenger_Vehicle,22.99367260288548,2.6,-25.387015832437047,5.08,-2.8949588891622184,1.85,78.54084040880282
1707269250.59727,Passenger_Vehicle,13.456465993608747,2.6,-34.84732655116489,5.08,-3.1741600717817042,1.85,21.879223772275978
1707269250.6972702,Passenger_Vehicle,22.996015950253135,2.6,-25.397836133053424,5.08,-2.919839306881553,1.85,-45.16158143587373
1707269250.6972702,Passenger_Vehicle,18.962404753032487,2.6,-29.42450352718956,5.08,-3.2741544246673584,1.85,-126.43616288019778
1707269250.79727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.027393341064448,0.99,-3.6743814945220863,1.12,-3.4242633183797206,1.58,-152.0185978097949
1707269250.79727,Passenger_Vehicle,23.260343551635742,2.6,-25.23512268066406,5.08,-2.9689201116561903,1.85,61.37331477235269
1707269250.79727,Passenger_Vehicle,18.484176018658808,2.6,-29.875194773954508,5.08,-3.2278331167557655,1.85,-126.01724971278898
1707269250.89727,Passenger_Vehicle,19.588701248168945,2.6,-28.758695983886724,5.08,-3.2848345279693603,1.85,-113.67148248020115
1707269250.89727,Passenger_Vehicle,22.987240897284615,2.6,-25.40729024675157,5.08,-2.8963387211163845,1.85,-19.14002965372319
1707269250.99727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.01726373036702,0.99,-3.679501851399731,1.12,-3.4280415376027427,1.58,-152.53229264700528
1707269250.99727,Passenger_Vehicle,19.255489084455704,2.6,-29.120672649807407,5.08,-3.2076046996646457,1.85,-128.90651758084837
1707269250.99727,Passenger_Vehicle,22.988519525527956,2.6,-25.405552577972408,5.08,-2.8977340638637545,1.85,-61.24082960770866
1707269251.09727,Passenger_Vehicle,18.70939864052667,2.6,-29.600453270806213,5.08,-3.3571787807676525,1.85,-138.84906253691534
1707269251.09727,Passenger_Vehicle,27.016626704822887,2.6,-32.330007726495914,5.08,-2.5612347451123325,1.85,72.37584962806446
1707269251.1972702,Passenger_Vehicle,22.997161246634818,2.6,-25.40945192285486,5.08,-2.896239100275813,1.85,169.7159833321177
1707269251.1972702,Passenger_Vehicle,20.131944179534912,2.6,-28.354465007781982,5.08,-3.2948822021484374,1.85,-164.5450105794524
1707269251.29727,Passenger_Vehicle,17.846015421549478,2.6,-30.47120933532715,5.08,-3.2322336514790853,1.85,-132.86533355669198
1707269251.29727,Passenger_Vehicle,22.989697721269394,2.6,-25.413119104173447,5.08,-2.9085575342178345,1.85,-62.029829681477196
1707269251.39727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.01985073089599,0.99,-3.6842312812805087,1.12,-3.427606980005901,1.58,-153.3503001867214
1707269251.39727,Passenger_Vehicle,19.171903991699217,2.6,-29.221230792999272,5.08,-3.259520387649536,1.85,-133.29638853709116
1707269251.39727,Passenger_Vehicle,24.343189239501953,2.6,-30.09038391113281,5.08,-2.476292145252228,1.85,-113.82296923585209
1707269251.49727,Passenger_Vehicle,17.35263112012078,2.6,-31.18106112760656,5.08,-3.2972902410170613,1.85,-177.81546221757887
1707269251.49727,Passenger_Vehicle,22.99248359077855,2.6,-25.425098720349762,5.08,-2.9079746760820093,1.85,-150.70195112261578
1707269251.59727,Passenger_Vehicle,23.26096248626709,2.6,-25.251711368560787,5.08,-2.9683939218521105,1.85,56.61736506513639
1707269251.59727,Passenger_Vehicle,19.03530244266286,2.6,-29.340224546544697,5.08,-3.2591239845051483,1.85,-133.24234250484477
1707269251.6972702,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.028639157613119,0.99,-3.6750451723734447,1.12,-3.4239130020141606,1.58,-151.90104923472825
1707269251.6972702,Passenger_Vehicle,23.258543968200684,2.6,-25.23590946197509,5.08,-2.970050752162935,1.85,64.83955092224083
1707269251.6972702,Passenger_Vehicle,12.063763911907488,2.6,-20.449430685776925,5.08,-3.0573754677405725,1.85,100.84803127774475
1707269251.79727,Passenger_Vehicle,12.203505992889403,2.6,-21.456849558012827,5.08,-3.118650657790048,1.85,106.08198922302722
1707269251.79727,Passenger_Vehicle,23.256141117640905,2.6,-25.27562958853585,5.08,-2.971287114279611,1.85,-60.21258111537752
1707269251.89727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.043151855468745,0.99,-3.650641918182364,1.12,-3.4170002142588296,1.58,-146.76390734640106
1707269251.89727,Passenger_Vehicle,22.978303005820823,2.6,-25.392000399137796,5.08,-2.9851304794612687,1.85,-56.99530426007189
1707269251.89727,Passenger_Vehicle,13.313613295555113,2.6,-34.92301511764526,5.08,-2.996250271797181,1.85,-140.4294602487771
1707269251.99727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.019852638244624,0.99,-3.684236605962108,1.12,-3.427606264750164,1.58,-156.8070921059294
1707269251.99727,Passenger_Vehicle,23.26083421707153,2.6,-25.23819112777709,5.08,-2.9685841202735905,1.85,63.75640041295839
1707269252.09727,Passenger_Vehicle,23.25486237662179,2.6,-25.278380257742747,5.08,-2.9720772334507535,1.85,-62.89617038212916
1707269252.09727,Passenger_Vehicle,18.69171018600464,2.6,-29.618818473815917,5.08,-3.2368110179901124,1.85,-131.47760561042017
1707269252.1972702,Passenger_Vehicle,23.263448079427082,2.6,-25.244813283284504,5.08,-2.9668726126352953,1.85,67.03806276761455
1707269252.1972702,Passenger_Vehicle,11.92413190205892,2.6,-18.107932567596432,5.08,-3.1482980728149412,1.85,99.91202970549449
1707269252.29727,Passenger_Vehicle,12.22410864830017,2.6,-18.537963998317714,5.08,-2.844688868522644,1.85,128.71098373290945
1707269252.29727,Passenger_Vehicle,23.0217096267208,2.6,-25.405197758828436,5.08,-2.9884201326677875,1.85,62.59328764875347
1707269252.39727,Passenger_Vehicle,11.965570722307476,2.6,-19.17975601128169,5.08,-3.057570900235857,1.85,101.38951306901602
1707269252.39727,Passenger_Vehicle,23.251036643981934,2.6,-25.272695779800415,5.08,-2.974545687437058,1.85,-66.45925869558447
1707269252.49727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.014060020446772,0.99,-3.690889994303376,1.12,-3.4300930500030518,1.58,-156.43725388218138
1707269252.49727,Passenger_Vehicle,11.89984353383382,2.6,-18.12374852498372,5.08,-3.0908201535542807,1.85,109.93427102620298
1707269252.49727,Passenger_Vehicle,23.25792939322335,2.6,-25.272736140659877,5.08,-2.970177650451661,1.85,-134.98489060808697
1707269252.59727,Passenger_Vehicle,23.258713404337566,2.6,-25.27192497253417,5.08,-2.969678521156311,1.85,-134.62627701520498
1707269252.59727,Passenger_Vehicle,11.93453440946691,2.6,-18.234705153633563,5.08,-3.1183065386379467,1.85,107.49705085357918
1707269252.6972702,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.026066144307451,0.99,-3.6893452803293783,1.12,-3.4260145028432216,1.58,-150.71632473235476
1707269252.6972702,Passenger_Vehicle,22.995137549735404,2.6,-25.397247366003086,5.08,-2.9443706370688774,1.85,-164.8190750873617
1707269252.6972702,Passenger_Vehicle,20.031669748240503,2.6,-28.250225461762525,5.08,-3.1173397343734215,1.85,-133.8696957572135
1707269252.79727,Passenger_Vehicle,23.25959539413452,2.6,-25.248787879943848,5.08,-2.9692806601524357,1.85,60.77323036365092
1707269252.79727,Passenger_Vehicle,20.641715496778488,2.6,-27.718366980552677,5.08,-3.0136882960796356,1.85,-131.0193921633226
1707269252.89727,Passenger_Vehicle,22.991410664149694,2.6,-25.41330620901925,5.08,-2.815236609322684,1.85,77.60354322733731
1707269252.89727,Passenger_Vehicle,11.986579656600952,2.6,-19.158381864428517,5.08,-3.1120034903287888,1.85,103.17794179547859
1707269252.99727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,10.986481348673498,0.99,-3.70739245414733,1.12,-3.4406003952026367,1.58,-158.06441063170564
