Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1700089363.4100182,VRU_Adult_Using_Cane,13.183674812316898,0.75,-24.471825086153476,0.69,-3.3515460124382606,1.45,148.22947834000422,000029
1700089363.4100182,VRU_Adult_Using_Motorized_Bicycle,30.286964178085327,0.96,-16.470282196998596,1.64,-3.1677499487996092,1.65,-67.91291859807964,000029
1700089363.510018,VRU_Adult_Using_Cane,13.209190955528852,0.75,-24.472849038931045,0.69,-3.342377167481643,1.45,140.41408377504632,000030
1700089363.610018,VRU_Adult_Using_Cane,13.205897771395179,0.75,-24.461579396174514,0.69,-3.350754279356736,1.45,109.78915107173869,000031
1700089363.610018,VRU_Adult_Using_Motorized_Bicycle,30.384650166829427,0.96,-16.876396687825522,1.64,-3.073336315155028,1.65,-67.85364987870088,000031
1700089363.7100182,VRU_Adult_Using_Cane,13.203173841748926,0.75,-24.445438793727337,0.69,-3.3597769737243657,1.45,-36.713259105468914,000032
1700089363.7100182,VRU_Adult_Using_Motorized_Bicycle,31.44666953313919,0.96,-21.430424054463707,1.64,-2.9201051053546716,1.65,-69.01490385528939,000032
1700089363.810018,VRU_Adult_Using_Motorized_Bicycle,30.84745577762002,0.96,-19.22219552491841,1.64,-3.04350059283407,1.65,-69.16193250346936,000033
1700089364.010018,VRU_Adult_Using_Cane,13.205933350783134,0.75,-24.480260262122524,0.69,-3.3820915038769055,1.45,144.84716478032297,000035
1700089364.010018,VRU_Adult_Using_Motorized_Bicycle,30.493781362261096,0.96,-17.380557673318044,1.64,-2.9494836756161265,1.65,-68.17696221926334,000035
1700089364.110018,VRU_Adult_Using_Cane,13.222343444824228,0.75,-24.489887714385997,0.69,-3.382049560546875,1.45,154.15478312332795,000036
1700089364.110018,VRU_Adult_Using_Motorized_Bicycle,29.69783055782318,0.96,-14.646733403205872,1.64,-3.2107949405908576,1.65,-68.72979628915073,000036
1700089364.2100182,VRU_Adult_Using_Cane,13.207216453552254,0.75,-24.470447731018073,0.69,-3.3947976350784304,1.45,-26.294646488437188,000037
1700089364.2100182,VRU_Adult_Using_Motorized_Bicycle,31.3352269624409,0.96,-20.868187352230674,1.64,-2.9182635733955777,1.65,-68.73612214148864,000037
1700089364.310018,VRU_Adult_Using_Cane,13.231769475069923,0.75,-24.47446597706189,0.69,-3.3706540627913046,1.45,-43.62894452588372,000038
1700089364.310018,VRU_Adult_Using_Motorized_Bicycle,30.861482620239258,0.96,-19.114568459360225,1.64,-3.0140138362583357,1.65,-68.89511398645942,000038
1700089364.4100182,VRU_Adult_Using_Cane,13.217541376749685,0.75,-24.49488099416098,0.69,-3.4145804246266684,1.45,144.57210808890846,000039
1700089364.4100182,VRU_Adult_Using_Motorized_Bicycle,30.16464364528656,0.96,-16.801685333251953,1.64,-3.108276776969432,1.65,-69.53747360774824,000039
1700089364.510018,VRU_Adult_Using_Cane,13.197274271647142,0.75,-24.488216272989913,0.69,-3.3327212015787766,1.45,142.92878737588197,000040
1700089364.610018,VRU_Adult_Using_Cane,13.262363213759212,0.75,-24.509876984816337,0.69,-3.343423806704008,1.45,140.8059175618441,000041
1700089364.610018,VRU_Adult_Using_Motorized_Bicycle,31.743077930651214,0.96,-22.680694981625205,1.64,-2.850546667450352,1.65,-69.17134126151521,000041
1700089364.7100182,VRU_Adult_Using_Cane,13.228102922439582,0.75,-24.479096730550136,0.69,-3.388072729110718,1.45,147.86033679429937,000042
1700089364.810018,VRU_Adult_Using_Cane,13.202427257191061,0.75,-24.474752946333467,0.69,-3.373402248729359,1.45,-33.47840177832262,000043
1700089364.810018,VRU_Adult_Using_Motorized_Bicycle,31.101875019073493,0.96,-20.267610979080203,1.64,-2.992766243219375,1.65,-69.20554507245456,000043
1700089364.9100182,VRU_Adult_Using_Cane,13.242093245188405,0.75,-24.47099701563518,0.69,-3.3882939815521245,1.45,-31.86040780785512,000044
1700089364.9100182,VRU_Adult_Using_Motorized_Bicycle,30.45064277648926,0.96,-16.87881654103597,1.64,-2.990405217806497,1.65,-67.53025294410332,000044
1700089365.010018,VRU_Adult_Using_Cane,13.23516394875267,0.75,-24.46915418451483,0.69,-3.360918651927601,1.45,145.71781162400416,000045
1700089365.010018,VRU_Adult_Using_Motorized_Bicycle,32.14664922441755,0.96,-24.042190006801064,1.64,-2.8680298555464967,1.65,-69.06043469106282,000045
1700089365.110018,VRU_Adult_Using_Cane,13.235095977783212,0.75,-24.488658269246425,0.69,-3.391172150770823,1.45,-40.972032618272934,000046
1700089365.110018,VRU_Adult_Using_Motorized_Bicycle,29.960054125104637,0.96,-15.113936901092533,1.64,-3.0354254245758048,1.65,-67.14743317539666,000046
1700089365.2100182,VRU_Adult_Using_Cane,13.243917245131282,0.75,-24.482477041391235,0.69,-3.3788961997398967,1.45,-38.145966801489195,000047
1700089365.2100182,VRU_Adult_Using_Motorized_Bicycle,31.259097099304206,0.96,-20.44684319496155,1.64,-2.9344530224800107,1.65,-68.67073999145475,000047
1700089365.4100182,VRU_Adult_Using_Motorized_Bicycle,31.94556458791097,0.96,-23.345926125844322,1.64,-2.834385222858851,1.65,-69.04230241230624,000049
1700089365.510018,VRU_Adult_Using_Cane,13.222831726074228,0.75,-24.481345176696788,0.69,-3.3785061637560534,1.45,-40.75003833729797,000050
1700089365.510018,VRU_Adult_Using_Motorized_Bicycle,29.273004804338733,0.96,-12.76127004623413,1.64,-3.2186194828578394,1.65,-67.27165010564624,000050
1700089365.610018,VRU_Adult_Using_Motorized_Bicycle,31.396642957414905,0.96,-21.489956356230238,1.64,-2.953253025100344,1.65,-69.39048675316937,000051
1700089365.7100182,VRU_Adult_Using_Motorized_Bicycle,30.750988455379716,0.96,-18.03685766107896,1.64,-3.085256688735064,1.65,-67.70622408228445,000052
1700089365.810018,VRU_Adult_Using_Motorized_Bicycle,31.154835700988777,0.96,-20.38099937438965,1.64,-2.9994402766227717,1.65,-69.12583882258352,000053
1700089366.110018,VRU_Adult_Using_Cane,13.290410804748541,0.75,-24.466749445597333,0.69,-3.271700890858968,1.45,-18.326271364906233,000056
1700089366.110018,VRU_Adult_Using_Motorized_Bicycle,31.634231230791876,0.96,-22.086079653571634,1.64,-2.8419405642677753,1.65,-68.93392335927317,000056
1700089366.2100182,VRU_Adult_Using_Motorized_Bicycle,30.896125435829163,0.96,-18.592371463775635,1.64,-3.0190880596637717,1.65,-67.71876520000342,000057
1700089366.310018,VRU_Adult_Using_Motorized_Bicycle,31.60946397220388,0.96,-22.15539068334243,1.64,-2.875781297683715,1.65,-69.11221563672504,000058
1700089366.4100182,VRU_Adult_Using_Motorized_Bicycle,30.182337880134583,0.96,-16.669331848621372,1.64,-2.979164317250251,1.65,-69.1078547945445,000059
