Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1707269248.89727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.041463851928716,0.99,-3.646153509616859,1.12,-3.4171512722969064,1.58,64.33145299955014
1707269248.89727,Passenger_Vehicle,23.00924822489421,2.6,-25.340996170043944,5.08,-3.032175318400065,1.85,152.21785387497988
1707269248.99727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.049121220906583,0.99,-3.650785525639859,1.12,-3.4150509039560966,1.58,76.22646663652787
1707269248.99727,Passenger_Vehicle,23.0292750676473,2.6,-25.39573338826498,5.08,-3.006933164596558,1.85,70.92623142420385
1707269248.99727,Passenger_Vehicle,12.023169636726385,2.6,-19.237903282046318,5.08,-3.0681414902210227,1.85,95.0755719274401
1707269249.09727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.027819633483892,0.99,-3.6930603981018124,1.12,-3.4257641633351654,1.58,68.71558680410966
1707269249.09727,Passenger_Vehicle,22.988837474101302,2.6,-25.396221779488233,5.08,-2.918355993322424,1.85,92.1982148177353
1707269249.09727,Passenger_Vehicle,11.823221325874334,2.6,-17.316894486546516,5.08,-3.074794009327887,1.85,-78.69934257308
1707269249.1972702,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.052751859029138,0.99,-3.642512400945035,1.12,-3.4131315549214687,1.58,-93.14725059378358
1707269249.1972702,Passenger_Vehicle,22.990786201075508,2.6,-25.423087421216465,5.08,-2.8947161247855737,1.85,44.81683925129636
1707269249.1972702,Passenger_Vehicle,11.89638365232028,2.6,-18.061774235505325,5.08,-3.0977891041682306,1.85,-78.6084824562391
1707269249.29727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.033251762390144,0.99,-3.693642775217699,1.12,-3.424031019210816,1.58,72.95220458748221
1707269249.29727,Passenger_Vehicle,22.9893912803836,2.6,-25.386801463801692,5.08,-2.933136154965657,1.85,89.11962818014808
1707269249.29727,Passenger_Vehicle,11.958497873942063,2.6,-18.177836561203,5.08,-3.1557741959889727,1.85,-78.50292197642412
1707269249.39727,Passenger_Vehicle,22.986774909787066,2.6,-25.39621655533954,5.08,-2.9507619578663897,1.85,85.20118480842275
1707269249.49727,Passenger_Vehicle,23.029137949789728,2.6,-25.391212401851536,5.08,-2.9230848743069555,1.85,64.79060005088893
1707269249.49727,Passenger_Vehicle,11.739750925699875,2.6,-16.121815125147506,5.08,-3.1047847906748443,1.85,-78.61562018016377
1707269249.59727,Passenger_Vehicle,23.03482318746633,2.6,-25.393038322185653,5.08,-3.0008809648711106,1.85,73.56441328793117
1707269249.59727,Passenger_Vehicle,11.715314204876243,2.6,-15.596400114206169,5.08,-3.1366057579333955,1.85,-78.54280400969122
1707269249.6972702,Passenger_Vehicle,22.999480353461376,2.6,-25.395890977647575,5.08,-2.9546733608952276,1.85,67.72729580778737
1707269249.6972702,Passenger_Vehicle,11.933142662048343,2.6,-18.208458582560226,5.08,-3.0695283095041903,1.85,-78.57685366637153
1707269249.79727,Passenger_Vehicle,23.038227802998314,2.6,-25.411446803324935,5.08,-2.8808334969185494,1.85,58.66790294307314
1707269249.79727,Passenger_Vehicle,11.660900524684365,2.6,-14.728677494185316,5.08,-3.135243671280996,1.85,-78.35951246709601
1707269249.89727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.026614189147956,0.99,-3.6888953844706287,1.12,-3.4257939656575527,1.58,68.6105395564922
1707269249.89727,Passenger_Vehicle,23.031663656234745,2.6,-25.386242449283603,5.08,-2.9920464530587196,1.85,60.7083439726565
1707269249.99727,Passenger_Vehicle,22.992695345197408,2.6,-25.403281348092218,5.08,-2.8511321340288434,1.85,57.05999000202464
1707269250.09727,Passenger_Vehicle,23.004162728786472,2.6,-25.403296649456028,5.08,-2.94093868881464,1.85,76.27944758693259
1707269250.09727,Passenger_Vehicle,11.768269245441148,2.6,-15.59546815432035,5.08,-3.1361796672527595,1.85,-78.22096704746951
1707269250.1972702,Passenger_Vehicle,22.997190422481964,2.6,-25.412150859832767,5.08,-2.848715603351593,1.85,79.66828843134246
1707269250.29727,Passenger_Vehicle,23.011396820480762,2.6,-25.389925621651322,5.08,-2.88237375826449,1.85,71.7442711472455
1707269250.29727,Passenger_Vehicle,11.764884361853971,2.6,-15.584315299987793,5.08,-3.1345575222602244,1.85,-78.20706199884788
1707269250.39727,Passenger_Vehicle,23.013457404242626,2.6,-25.414766417609325,5.08,-2.884760035408868,1.85,74.33131713177113
1707269250.49727,Passenger_Vehicle,22.991269756007842,2.6,-25.410196562071107,5.08,-2.896263348089682,1.85,-143.51748448947933
1707269250.49727,Passenger_Vehicle,11.892063549586709,2.6,-16.94964400359563,5.08,-3.1295687811715247,1.85,-78.2886452561603
1707269250.59727,Passenger_Vehicle,23.005912123055296,2.6,-25.375268541533377,5.08,-3.00936667672519,1.85,70.75569778012604
1707269250.6972702,Passenger_Vehicle,22.99601595025314,2.6,-25.39783613305343,5.08,-2.919839306881553,1.85,82.535600664309
1707269250.6972702,Passenger_Vehicle,11.821392672402524,2.6,-16.986137628555298,5.08,-3.0974741833550583,1.85,-78.55443553508118
1707269250.79727,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.027393341064458,0.99,-3.6743814945221005,1.12,-3.4242633183797206,1.58,74.05135038789818
1707269250.79727,VRU_Adult_Using_Scooter_or_Skateboard,13.419819513956721,1.13,-34.87250137329104,1.23,-3.0985447300804987,1.76,31.364346442417375
1707269250.79727,Passenger_Vehicle,22.995321374190485,2.6,-25.38770158667314,5.08,-2.902373677805851,1.85,52.80720166867978
1707269250.79727,Passenger_Vehicle,12.014326155185707,2.6,-19.219396770000458,5.08,-3.1170953810214987,1.85,95.18227149345246
1707269250.89727,Passenger_Vehicle,22.987240897284618,2.6,-25.407290246751575,5.08,-2.896338721116384,1.85,77.80005124863028
1707269250.99727,Passenger_Vehicle,22.988519525527956,2.6,-25.405552577972415,5.08,-2.897734063863754,1.85,90.46225192438288
1707269250.99727,Passenger_Vehicle,11.704599952697757,2.6,-16.120673243204752,5.08,-3.1164020061492916,1.85,-78.90084423515742
1707269251.09727,Passenger_Vehicle,22.998328208923343,2.6,-25.38828513735817,5.08,-2.9551419644128707,1.85,72.55806871221823
1707269251.1972702,Passenger_Vehicle,22.99716124663482,2.6,-25.409451922854863,5.08,-2.896239100275813,1.85,-128.49400681362795
1707269251.1972702,Passenger_Vehicle,11.879978400010334,2.6,-17.996041481311504,5.08,-3.1604714760413533,1.85,-78.74080601959295
1707269251.29727,Passenger_Vehicle,22.99369354248047,2.6,-25.38979988098145,5.08,-2.96535693804423,1.85,138.1486852262322
1707269251.29727,VRU_Adult_Using_Scooter_or_Skateboard,13.317391183641236,1.13,-34.94206831190323,1.23,-3.1011215845743823,1.76,30.047953285798155
1707269251.39727,Passenger_Vehicle,23.000042855739597,2.6,-25.37736761569977,5.08,-3.002145290374756,1.85,87.10785562224021
1707269251.49727,Passenger_Vehicle,22.992483590778555,2.6,-25.425098720349766,5.08,-2.907974676082009,1.85,45.75727165979832
1707269251.49727,Passenger_Vehicle,12.082141399383552,2.6,-19.50103741884232,5.08,-3.1192247072855612,1.85,-78.50265386575958
1707269251.59727,Passenger_Vehicle,22.99664311938816,2.6,-25.39933840433757,5.08,-2.9142508043183226,1.85,67.80799756851746
1707269251.6972702,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,11.028639157613123,0.99,-3.6750451723734607,1.12,-3.42391300201416,1.58,74.40699061742798
1707269251.6972702,Passenger_Vehicle,23.006842454274498,2.6,-25.37640741136339,5.08,-2.9410423901345997,1.85,-147.56400612955576
1707269251.79727,Passenger_Vehicle,22.994321371379655,2.6,-25.41881797188207,5.08,-2.874828075107775,1.85,72.00806656503474
1707269251.89727,Passenger_Vehicle,22.97830300582083,2.6,-25.3920003991378,5.08,-2.9851304794612683,1.85,78.40660333725783
1707269251.99727,Passenger_Vehicle,22.982488738165966,2.6,-25.403271834055587,5.08,-2.8718015352884927,1.85,107.68832143172887
1707269252.09727,Passenger_Vehicle,23.000570196854444,2.6,-25.400494525307106,5.08,-2.909846933264481,1.85,72.649657207742
1707269252.1972702,Passenger_Vehicle,23.012460410594944,2.6,-25.408194780349735,5.08,-2.803017646074295,1.85,60.47974434916676
1707269252.29727,Passenger_Vehicle,23.00661242635627,2.6,-25.400991389625954,5.08,-2.90514117793033,1.85,69.08793427833848
1707269252.29727,Passenger_Vehicle,12.224108648300179,2.6,-18.537963998317718,5.08,-2.8446888685226432,1.85,-78.54966876454947
1707269252.39727,Passenger_Vehicle,23.02064959208171,2.6,-25.397103338530574,5.08,-2.914791880231915,1.85,77.79140200696797
