Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1700409308.329753,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,5.148528476556152,1.11,-16.180627346038822,1.15,-3.426630119482676,1.68,-94.1688389595698
1700409308.4297528,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,5.213838577270516,1.11,-16.251857916514084,1.15,-3.435126092698839,1.68,148.32528409054962
1700409308.829753,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,5.141930007934574,1.11,-16.27065372467041,1.15,-3.419243979454039,1.68,7.137099674016523
1700409309.1297529,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,5.1978566463177085,1.11,-16.180372678316562,1.15,-3.399285921683677,1.68,-142.0149121168068
1700409309.229753,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,5.317357356731713,1.11,-16.131345455463116,1.15,-3.397354896251971,1.68,-151.81781463567822
1700409309.329753,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,5.330842892328903,1.11,-16.16579707463583,1.15,-3.404726922512053,1.68,27.758382873378796
1700409309.4297528,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,5.453301770346511,1.11,-16.13935892922538,1.15,-3.407509888921464,1.68,-153.08990693338083
1700409309.529753,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,5.547559001229034,1.11,-16.21685929731889,1.15,-3.405838619578967,1.68,-21.206463351811845
1700409309.6297529,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,5.6109637737274225,1.11,-16.269064331054686,1.15,-3.414093494415282,1.68,-25.682787327230134
1700409310.6297529,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,6.527940241495776,1.11,-16.425247955322273,1.15,-3.268817679087321,1.68,-17.595279811964193
1700409310.9297528,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,6.692508954268244,1.11,-16.600729428804843,1.15,-3.20609527367812,1.68,-71.89957881003599
