Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1707264705.134423,VRU_Adult_Using_Cane,20.908480167388923,0.75,-4.565925121307379,0.69,-3.3295828104019165,1.45,-54.191552008723356,000021
1707264705.134423,Passenger_Vehicle,22.79247093200684,2.6,-25.370241394042974,5.08,-2.9879038333892827,1.85,-123.93231242250545,000021
1707264705.134423,Passenger_Vehicle,21.050036271413166,2.6,-4.227345367272695,5.08,-2.8868185877799983,1.85,-104.47466642737552,000021
1707264705.2344232,VRU_Adult_Using_Cane,20.91284484863282,0.75,-4.528497028350836,0.69,-3.32899866104126,1.45,-56.65724665905399,000022
1707264705.2344232,Passenger_Vehicle,22.770821942223446,2.6,-25.38241259256999,5.08,-2.8826265467537775,1.85,-126.1890930948345,000022
1707264705.2344232,Passenger_Vehicle,21.086544513702393,2.6,-4.223506033420561,5.08,-2.8139221221208564,1.85,-115.94391423441402,000022
1707264705.334423,VRU_Adult_Using_Cane,20.901353518168136,0.75,-4.382776737213141,0.69,-3.322562654813131,1.45,-80.75810217125169,000023
1707264705.334423,Passenger_Vehicle,22.775613344632664,2.6,-25.387390283437878,5.08,-2.878361329054221,1.85,-127.66869168330686,000023
1707264705.334423,Passenger_Vehicle,21.41540482464959,2.6,-7.917503665475287,5.08,-2.8830682530122633,1.85,-78.01852905586384,000023
1707264705.4344232,VRU_Adult_Using_Cane,20.915699640909835,0.75,-4.454946200052903,0.69,-3.2261397838592543,1.45,95.73427015006867,000024
1707264705.4344232,Passenger_Vehicle,22.780527005876817,2.6,-25.372642953055248,5.08,-2.8657516547611785,1.85,-123.12388627532405,000024
1707264705.4344232,Passenger_Vehicle,23.462660538522822,2.6,-10.636851749922103,5.08,-2.844545678088539,1.85,-63.35358636407188,000024
1707264705.534423,VRU_Adult_Using_Cane,20.91976928710938,0.75,-4.363307317097987,0.69,-3.022339304288229,1.45,-83.91196849210945,000025
1707264705.534423,Passenger_Vehicle,22.09236540113177,2.6,-7.011213081223624,5.08,-2.824644812515803,1.85,-62.939572449998444,000025
1707264705.534423,Passenger_Vehicle,22.770240732141446,2.6,-25.369797010679505,5.08,-2.8937126623617635,1.85,-120.26537658524654,000025
1707264705.634423,VRU_Adult_Using_Cane,20.915664672851566,0.75,-4.43199709483556,0.69,-3.153535127639771,1.45,95.47721692235554,000026
1707264705.634423,Passenger_Vehicle,22.228133678436283,2.6,-9.258298382163051,5.08,-2.9627477526664725,1.85,-67.65128070623453,000026
1707264705.634423,Passenger_Vehicle,22.794124016394985,2.6,-25.377274782229694,5.08,-2.8712984843131824,1.85,-126.45980270658737,000026
1707264705.7344232,VRU_Adult_Using_Cane,20.91269969940186,0.75,-4.36803809801738,0.69,-3.01818867524465,1.45,-82.42927397586541,000027
1707264705.7344232,Passenger_Vehicle,22.787141927083336,2.6,-25.337252616882328,5.08,-2.8218282143274944,1.85,63.31090554446998,000027
1707264705.7344232,Passenger_Vehicle,24.114266339470362,2.6,-13.4109565931208,5.08,-2.8566790223121634,1.85,-65.09932716424782,000027
1707264705.834423,VRU_Adult_Using_Cane,20.920758565266933,0.75,-4.43767420450847,0.69,-3.125705440839132,1.45,97.81083352606507,000028
1707264705.834423,Passenger_Vehicle,22.808425387820684,2.6,-25.344418035971156,5.08,-2.8462226326401168,1.85,-111.66625389356338,000028
1707264705.834423,Passenger_Vehicle,21.06525262196859,2.6,-4.228879789511363,5.08,-2.8185939788818346,1.85,-110.62151874636567,000028
1707264705.9344232,VRU_Adult_Using_Cane,20.904720578874866,0.75,-4.4214658055986735,0.69,-3.151671648025513,1.45,-74.9712594894734,000029
1707264705.9344232,Passenger_Vehicle,22.791630524855396,2.6,-25.376878444965072,5.08,-2.8640262530400205,1.85,-129.1992598513777,000029
1707264705.9344232,Passenger_Vehicle,21.060322761535645,2.6,-4.202889152935572,5.08,-2.896202683448791,1.85,-117.55000442040202,000029
1707264706.034423,VRU_Adult_Using_Cane,20.901257705688483,0.75,-4.388692474365241,0.69,-3.08097267150879,1.45,-79.57004497372853,000030
1707264706.034423,Passenger_Vehicle,22.792935562133792,2.6,-25.364458138602124,5.08,-2.861969096320016,1.85,-124.80223740994165,000030
1707264706.034423,Passenger_Vehicle,21.031731345436793,2.6,-4.218430670824923,5.08,-2.832014105536719,1.85,-107.38487678296244,000030
1707264706.134423,VRU_Adult_Using_Cane,20.90788841247559,0.75,-4.393946329752611,0.69,-3.1225431760152182,1.45,-73.99660296474491,000031
1707264706.134423,Passenger_Vehicle,22.817487380083872,2.6,-25.36813618155087,5.08,-2.84691218067618,1.85,-127.54382087664072,000031
1707264706.2344232,VRU_Adult_Using_Cane,20.88415827069964,0.75,-4.409516879490449,0.69,-3.148220573152815,1.45,-73.97665224912905,000032
1707264706.2344232,Passenger_Vehicle,22.824647408944593,2.6,-25.338188030101637,5.08,-2.946353232419049,1.85,48.59313092754557,000032
1707264706.2344232,Passenger_Vehicle,21.039181645711263,2.6,-4.197046677271526,5.08,-2.7876581668853757,1.85,-109.88981996544285,000032
1707264706.334423,VRU_Adult_Using_Cane,20.90468139648438,0.75,-4.402885055541998,0.69,-3.2029433250427255,1.45,102.7323147003169,000033
1707264706.334423,Passenger_Vehicle,21.016559600830078,2.6,-4.199769588617179,5.08,-2.9113855545337377,1.85,-102.66708071693208,000033
1707264706.334423,Passenger_Vehicle,22.80494022369385,2.6,-25.328106543597055,5.08,-2.848708019537084,1.85,69.3712184901385,000033
1707264706.4344232,VRU_Adult_Using_Cane,20.881264686584476,0.75,-4.36038215955099,0.69,-3.117400606473287,1.45,-72.42426246516897,000034
1707264706.4344232,Passenger_Vehicle,21.00763364938589,2.6,-4.209180428431586,5.08,-2.859893982227031,1.85,-115.490249351769,000034
1707264706.4344232,Passenger_Vehicle,22.811233377456666,2.6,-25.361857461929326,5.08,-2.8444411039352415,1.85,38.522139041157665,000034
1707264706.534423,VRU_Adult_Using_Cane,20.885051182338174,0.75,-4.344511508941656,0.69,-3.0593679291861404,1.45,-72.46371755185757,000035
1707264706.534423,Passenger_Vehicle,22.817121637278593,2.6,-25.33335587074017,5.08,-2.8777063386193635,1.85,-127.60675970515899,000035
1707264706.534423,Passenger_Vehicle,22.24020783106486,2.6,-7.491795400778453,5.08,-2.7710986038049055,1.85,-62.87529651601968,000035
1707264706.634423,VRU_Adult_Using_Cane,20.880443096160892,0.75,-4.309610724449164,0.69,-3.087598890066147,1.45,-96.10710954388,000036
1707264706.634423,Passenger_Vehicle,23.314143987802364,2.6,-10.269954809775724,5.08,-2.7956595237438484,1.85,-62.59382942454652,000036
1707264706.634423,Passenger_Vehicle,22.823321944788887,2.6,-25.35538246757106,5.08,-2.843256448444567,1.85,60.27396234746364,000036
1707264706.7344232,VRU_Adult_Using_Cane,20.885522127151493,0.75,-4.355211496353155,0.69,-3.0920695364475255,1.45,-67.82388814593583,000037
1707264706.7344232,Passenger_Vehicle,20.988631761991062,2.6,-4.263290827090923,5.08,-2.8720662227043716,1.85,59.61302452679362,000037
1707264706.7344232,Passenger_Vehicle,22.840624196188795,2.6,-25.306405952998574,5.08,-2.8797054801668445,1.85,33.243899391972825,000037
1707264706.834423,VRU_Adult_Using_Cane,20.883395195007328,0.75,-4.320336520671851,0.69,-3.01290363073349,1.45,-86.8707541839268,000038
1707264706.834423,Passenger_Vehicle,22.7948673472685,2.6,-25.332643452812647,5.08,-2.869793036404778,1.85,74.02560160167006,000038
1707264706.834423,Passenger_Vehicle,23.985411130465,2.6,-13.324944092677187,5.08,-2.591580209823754,1.85,-65.23650545974246,000038
1707264706.9344232,VRU_Adult_Using_Cane,20.898206075032558,0.75,-4.325467162662088,0.69,-3.0524347888098826,1.45,-75.43249498740613,000039
1707264706.9344232,Passenger_Vehicle,22.810799980163576,2.6,-25.345616467793786,5.08,-2.818720563252767,1.85,52.12349190368074,000039
1707264706.9344232,Passenger_Vehicle,20.999238695417137,2.6,-4.263570564133782,5.08,-2.84364070211138,1.85,63.63103661353602,000039
1707264707.034423,VRU_Adult_Using_Cane,20.906817754109703,0.75,-4.307336012522385,0.69,-2.9828096760643854,1.45,-84.73029594038869,000040
1707264707.034423,Passenger_Vehicle,22.820398012797042,2.6,-25.346277109781905,5.08,-2.8733784834543865,1.85,82.14428204673331,000040
1707264707.034423,Passenger_Vehicle,20.98991716825045,2.6,-4.224387682401219,5.08,-2.810511460671057,1.85,-102.863548831896,000040
1707264707.134423,VRU_Adult_Using_Cane,20.8910996573312,0.75,-4.277904680797038,0.69,-3.0344171524047856,1.45,78.51281593791471,000041
1707264707.134423,Passenger_Vehicle,22.78470833237107,2.6,-25.381490913597315,5.08,-2.8702974512770374,1.85,-123.59327364550441,000041
1707264707.134423,Passenger_Vehicle,22.13950905433068,2.6,-7.229394912719726,5.08,-2.7414771135036755,1.85,-62.881133958125154,000041
1707264707.2344232,VRU_Adult_Using_Cane,20.90666144234794,0.75,-4.346818787711014,0.69,-3.060775450297765,1.45,-69.2571689462616,000042
1707264707.2344232,Passenger_Vehicle,22.810796792166578,2.6,-25.35147721426828,5.08,-2.847206599371774,1.85,53.55411743253641,000042
1707264707.2344232,Passenger_Vehicle,22.305866718292236,2.6,-7.547225276629134,5.08,-2.760331432024637,1.85,-62.05984720737384,000042
1707264707.334423,VRU_Adult_Using_Cane,20.884855508804325,0.75,-4.326502501964575,0.69,-3.0164240896701813,1.45,-83.69745625428718,000043
1707264707.334423,Passenger_Vehicle,22.772637685139976,2.6,-25.380464765760635,5.08,-2.874404741658105,1.85,-126.55739011069468,000043
1707264707.334423,Passenger_Vehicle,20.99562222617013,2.6,-4.227774585996358,5.08,-2.7763202871595096,1.85,-112.55603298514268,000043
1707264707.4344232,VRU_Adult_Using_Cane,20.852855046590175,0.75,-4.329580386479701,0.69,-3.1124192078908286,1.45,76.9151157000762,000044
1707264707.4344232,Passenger_Vehicle,22.77342631365802,2.6,-25.392845772408155,5.08,-2.8955233225951322,1.85,-122.85355891236884,000044
1707264707.4344232,Passenger_Vehicle,20.961086273193363,2.6,-4.240678570487284,5.08,-2.8398580551147448,1.85,53.97163528742581,000044
1707264707.534423,VRU_Adult_Using_Cane,20.893739461898807,0.75,-4.342957496643073,0.69,-3.0177450180053715,1.45,-76.91961400696945,000045
1707264707.534423,Passenger_Vehicle,22.806851910006618,2.6,-25.35301688409621,5.08,-2.8482500506985575,1.85,-126.13340960833722,000045
1707264707.534423,Passenger_Vehicle,21.015882628304617,2.6,-4.218735371317183,5.08,-2.7767052309853684,1.85,-105.1178117274946,000045
1707264707.634423,VRU_Adult_Using_Cane,20.857971827189132,0.75,-4.340596675872808,0.69,-3.11352829138438,1.45,-90.46397289283769,000046
1707264707.634423,Passenger_Vehicle,22.784134745597843,2.6,-25.418909668922428,5.08,-3.011945754289627,1.85,-127.5670197014907,000046
1707264707.634423,Passenger_Vehicle,20.97947256905692,2.6,-4.2160664626530195,5.08,-2.7851661954607265,1.85,-111.85345792960536,000046
1707264707.7344232,VRU_Adult_Using_Cane,20.88230090671116,0.75,-4.352828184763595,0.69,-3.048821422788832,1.45,-68.12351407085598,000047
1707264707.7344232,Passenger_Vehicle,22.801509988719022,2.6,-25.379390321928884,5.08,-2.873217220964103,1.85,-132.0546892322355,000047
1707264707.7344232,Passenger_Vehicle,20.995645523071293,2.6,-4.245081762472793,5.08,-2.787100275357563,1.85,-103.1900675694624,000047
1707264707.834423,VRU_Adult_Using_Cane,20.869769732157394,0.75,-4.345277945200608,0.69,-3.115493774414063,1.45,-82.01712388639356,000048
1707264707.834423,Passenger_Vehicle,20.996507938091572,2.6,-4.205556557728697,5.08,-2.78233715204092,1.85,-112.73272028489819,000048
1707264707.834423,Passenger_Vehicle,22.82116508483887,2.6,-25.320425400367153,5.08,-2.9242654672035804,1.85,44.78752918883462,000048
1707264707.9344232,VRU_Adult_Using_Cane,20.858700616019117,0.75,-4.342504092625215,0.69,-3.1422534670148576,1.45,-95.53642827252,000049
1707264707.9344232,Passenger_Vehicle,20.959158897399902,2.6,-4.20403701918466,5.08,-2.856524467468261,1.85,-114.31620894293289,000049
1707264707.9344232,Passenger_Vehicle,22.812651386967417,2.6,-25.340212150856306,5.08,-2.9105593893263073,1.85,86.46291619561606,000049
1707264708.034423,VRU_Adult_Using_Cane,20.881703240530836,0.75,-4.348712239946644,0.69,-3.057665722710746,1.45,-75.38616211992434,000050
1707264708.034423,Passenger_Vehicle,22.803180906507706,2.6,-25.363387584686283,5.08,-2.8446312877866955,1.85,-127.97325947416778,000050
1707264708.034423,Passenger_Vehicle,22.2333246866862,2.6,-7.369464417298637,5.08,-2.6439036627610513,1.85,-61.901338512853236,000050
1707264708.134423,VRU_Adult_Using_Cane,20.864365986415322,0.75,-4.34027106421335,0.69,-3.1429969923836842,1.45,-95.09014670669916,000051
1707264708.134423,Passenger_Vehicle,21.523653470552883,2.6,-7.560645195154044,5.08,-2.6127461745188776,1.85,-74.56410341853004,000051
1707264708.134423,Passenger_Vehicle,22.769915790092657,2.6,-25.390123599913068,5.08,-2.9031022641716935,1.85,-126.58704384141657,000051
1707264708.2344232,VRU_Adult_Using_Cane,20.882965723673507,0.75,-4.359521230061854,0.69,-3.117843548456829,1.45,-71.63978206859156,000052
1707264708.2344232,Passenger_Vehicle,22.769426822662357,2.6,-25.384351306491432,5.08,-2.8862067063649497,1.85,-123.67743475756743,000052
1707264708.2344232,Passenger_Vehicle,24.84754050405402,2.6,-17.31384129273264,5.08,-2.5408266186714163,1.85,-67.08283004049866,000052
1707264708.334423,VRU_Adult_Using_Cane,20.849843978881843,0.75,-4.361309242248541,0.69,-3.313994884490967,1.45,-88.62261065630665,000053
1707264708.334423,Passenger_Vehicle,22.777068885597025,2.6,-25.397577440416494,5.08,-2.8757468687521444,1.85,-128.75459473463562,000053
1707264708.334423,Passenger_Vehicle,20.99365970066616,2.6,-4.182463969503132,5.08,-2.81829285621643,1.85,-117.22174026149077,000053
1707264708.4344232,VRU_Adult_Using_Cane,20.88607478141785,0.75,-4.352039158344275,0.69,-3.092918902635575,1.45,-67.41076310254996,000054
1707264708.4344232,Passenger_Vehicle,22.834351043701176,2.6,-25.349436035156256,5.08,-2.9588106441497803,1.85,77.5514060124204,000054
1707264708.4344232,Passenger_Vehicle,20.986650784810383,2.6,-4.23448357979457,5.08,-2.8336133162180563,1.85,-100.67590130993298,000054
1707264708.534423,VRU_Adult_Using_Cane,20.875034332275394,0.75,-4.336080346788685,0.69,-3.0556107248578757,1.45,-87.8998616093671,000055
1707264708.534423,Passenger_Vehicle,22.812004513210724,2.6,-25.35655064053006,5.08,-2.969339600315801,1.85,-117.69419233823925,000055
1707264708.534423,Passenger_Vehicle,20.973496882120767,2.6,-4.224768908818562,5.08,-2.778486092885335,1.85,-109.85056313336264,000055
1707264708.634423,VRU_Adult_Using_Cane,20.8884814126151,0.75,-4.363195896148688,0.69,-3.0606964315686906,1.45,-66.89465361475703,000056
1707264708.634423,Passenger_Vehicle,21.027976608276372,2.6,-4.211111036936443,5.08,-2.746079126993814,1.85,-110.73851726438622,000056
1707264708.634423,Passenger_Vehicle,22.817417639273188,2.6,-25.32269986470541,5.08,-2.904643102928444,1.85,58.56646896095816,000056
1707264708.7344232,VRU_Adult_Using_Cane,20.862848281860355,0.75,-4.325052533830922,0.69,-3.0562045914786204,1.45,78.16481822612926,000057
1707264708.7344232,Passenger_Vehicle,22.9922046661377,2.6,-13.997097386254204,5.08,-2.486030239197942,1.85,-72.1168454356303,000057
1707264708.7344232,Passenger_Vehicle,22.856483953970454,2.6,-25.36643939548069,5.08,-2.9521087805430093,1.85,65.7349228998869,000057
1707264708.834423,VRU_Adult_Using_Cane,20.87574522835868,0.75,-4.341353757040848,0.69,-3.056685754231044,1.45,-82.34703031563672,000058
1707264708.834423,Passenger_Vehicle,22.615853037152977,2.6,-10.103933930397035,5.08,-2.593697420188357,1.85,-68.00008362837985,000058
1707264708.834423,Passenger_Vehicle,22.846747504340282,2.6,-25.34225654602051,5.08,-3.002653121948242,1.85,65.91152644289524,000058
1707264708.9344232,VRU_Adult_Using_Cane,20.887504577636722,0.75,-4.3496066331863465,0.69,-3.093072652816773,1.45,-70.80817056125977,000059
1707264708.9344232,Passenger_Vehicle,22.821374012873726,2.6,-25.316518710209778,5.08,-2.9257797002792363,1.85,-121.29143724270853,000059
1707264708.9344232,Passenger_Vehicle,21.490557458665638,2.6,-8.875175502565172,5.08,-2.8281222449408627,1.85,-77.9398749298851,000059
1707264709.034423,VRU_Adult_Using_Cane,20.884926319122318,0.75,-4.320006906986243,0.69,-3.015131950378418,1.45,-85.96075994866914,000060
1707264709.034423,Passenger_Vehicle,22.79646867694277,2.6,-25.34585270737157,5.08,-2.8403842882676558,1.85,52.60134209998816,000060
1707264709.034423,Passenger_Vehicle,21.020699909755166,2.6,-4.222477861813139,5.08,-2.74492471558707,1.85,-118.72138789460342,000060
1707264709.134423,VRU_Adult_Using_Cane,20.880617856979374,0.75,-4.324220120906835,0.69,-3.0118489563465123,1.45,75.7048782638874,000061
1707264709.134423,Passenger_Vehicle,22.20146306355795,2.6,-7.466653426488242,5.08,-2.9654343326886488,1.85,-63.068910625556846,000061
1707264709.134423,Passenger_Vehicle,22.76675469534738,2.6,-25.38072733197894,5.08,-2.8679652486528675,1.85,-119.28131270713149,000061
1707264709.2344232,VRU_Adult_Using_Cane,20.897616624832157,0.75,-4.339286088943488,0.69,-3.0184278488159184,1.45,-74.5667311264782,000062
1707264709.2344232,Passenger_Vehicle,22.78451767945901,2.6,-25.361909475082008,5.08,-2.8736742031879916,1.85,-131.5677000459821,000062
1707264709.2344232,Passenger_Vehicle,21.01298468453544,2.6,-4.24297537122454,5.08,-2.802223256656101,1.85,69.41478218065515,000062
1707264709.334423,VRU_Adult_Using_Cane,20.89393758773804,0.75,-4.32349437475205,0.69,-3.01495298743248,1.45,-81.47362952830684,000063
1707264709.334423,Passenger_Vehicle,22.79090099799924,2.6,-25.384450540310006,5.08,-2.877407638038077,1.85,-127.09056486538071,000063
1707264709.334423,Passenger_Vehicle,22.87586224079132,2.6,-9.027455106377598,5.08,-2.6197801865637294,1.85,-62.45640650933394,000063
1707264709.4344232,VRU_Adult_Using_Cane,20.889024734497074,0.75,-4.304465234279638,0.69,-3.011456787586212,1.45,-91.29197887507092,000064
1707264709.4344232,Passenger_Vehicle,22.78271851172814,2.6,-25.37816253075233,5.08,-2.888511743301,1.85,-127.59908332875887,000064
