Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1707408382.533587,VRU_Adult,11.32502961158753,0.83,1.4878810644149756,0.75,-3.247753818829853,1.59,-19.985836922689593,000026
1707408382.533587,VRU_Adult_Using_Stroller,22.53851295239998,0.97,-26.133571162368316,1.56,-3.0881687944585625,1.68,-136.3948582694703,000026
1707408382.533587,Passenger_Vehicle,22.538512952399977,2.6,-26.133571162368312,5.08,-3.0881687944585616,1.85,-136.39485826947006,000026
1707408382.6335871,VRU_Adult_Using_Stroller,22.573992327639935,0.97,-26.170858684339024,1.56,-2.994236713961551,1.68,-135.7747418381667,000027
1707408382.6335871,VRU_Adult,11.311116559164871,0.83,1.507994226046971,0.75,-3.269875441278729,1.59,-13.000225735752739,000027
1707408382.6335871,Passenger_Vehicle,22.57399232763993,2.6,-26.17085868433902,5.08,-2.9942367139615507,1.85,-135.7747418381663,000027
1707408382.733587,VRU_Adult,11.31901955604554,0.83,1.486530303955077,0.75,-3.273881395657856,1.59,-15.960264981934095,000028
1707408382.733587,VRU_Adult_Using_Stroller,22.51222260053768,0.97,-26.250758858614194,1.56,-3.0563663826432337,1.68,-136.6793097610305,000028
1707408382.733587,Passenger_Vehicle,22.512222600537676,2.6,-26.25075885861419,5.08,-3.0563663826432332,1.85,-136.6793097610307,000028
1707408382.8335872,VRU_Adult,11.326490879058845,0.83,1.4764443437258368,0.75,-3.2489388585090624,1.59,-18.293685998234764,000029
1707408382.8335872,VRU_Adult_Using_Stroller,22.532290759839512,0.97,-26.310633809942953,1.56,-2.9797681632794832,1.68,-139.9552191740729,000029
1707408382.8335872,Passenger_Vehicle,22.53229075983951,2.6,-26.31063380994295,5.08,-2.979768163279483,1.85,-139.95521917407316,000029
1707408382.933587,VRU_Adult,11.317127081064084,0.83,1.5082961045778693,0.75,-3.3420765216533947,1.59,-13.904412982395453,000030
1707408382.933587,VRU_Adult_Using_Stroller,22.478423242983617,0.97,-26.392483794170882,1.56,-2.999181902926901,1.68,-131.61359673475124,000030
1707408382.933587,Passenger_Vehicle,22.478423242983617,2.6,-26.39248379417088,5.08,-2.9991819029269005,1.85,-131.61359673475116,000030
1707408383.033587,VRU_Adult,11.341424161737619,0.83,1.4689418619329266,0.75,-3.256236488168888,1.59,-16.054819571894573,000031
1707408383.033587,VRU_Adult_Using_Stroller,22.444900157839754,0.97,-26.443104677422106,1.56,-3.019562654717024,1.68,-128.84720721791402,000031
1707408383.033587,Passenger_Vehicle,22.444900157839754,2.6,-26.443104677422102,5.08,-3.0195626547170233,1.85,-128.8472072179145,000031
1707408383.1335871,VRU_Adult_Using_Stroller,22.44417603071346,0.97,-26.47409164073856,1.56,-3.0133335867593454,1.68,-127.44210121925101,000032
1707408383.1335871,VRU_Adult,11.31408564249675,0.83,1.5018392105897245,0.75,-3.271784206231434,1.59,-15.829083483982501,000032
1707408383.1335871,Passenger_Vehicle,22.44417603071346,2.6,-26.474091640738553,5.08,-3.013333586759345,1.85,-127.44210121925155,000032
1707408383.233587,VRU_Adult_Using_Stroller,22.427339513251127,0.97,-26.52830566243923,1.56,-2.987752483246174,1.68,-119.47281574909672,000033
1707408383.233587,VRU_Adult,11.328133509709287,0.83,1.4898580404428325,0.75,-3.27532936976506,1.59,-11.447346367176042,000033
1707408383.233587,Passenger_Vehicle,22.427339513251127,2.6,-26.528305662439223,5.08,-2.9877524832461737,1.85,-119.4728157490963,000033
1707408383.3335872,VRU_Adult_Using_Stroller,22.37845711481004,0.97,-26.647602444603336,1.56,-3.0835718540918258,1.68,-117.02377259275724,000034
1707408383.3335872,VRU_Adult,11.350979718295013,0.83,1.4747891751202644,0.75,-3.2530174905603575,1.59,-15.795996519419461,000034
1707408383.3335872,Passenger_Vehicle,22.378457114810036,2.6,-26.64760244460333,5.08,-3.0835718540918253,1.85,-117.02377259275755,000034
1707408383.433587,VRU_Adult_Using_Stroller,22.36755267056552,0.97,-26.65612870996649,1.56,-3.0294277884743432,1.68,-116.63226977077565,000035
1707408383.433587,VRU_Adult,11.331539710362756,0.83,1.4985637764135997,0.75,-3.2852865060170484,1.59,-9.585831536646317,000035
1707408383.433587,Passenger_Vehicle,22.36755267056552,2.6,-26.656128709966485,5.08,-3.0294277884743424,1.85,-116.6322697707754,000035
1707408383.533587,VRU_Adult_Using_Stroller,22.353822749593988,0.97,-26.742858306221343,1.56,-3.0620544682378354,1.68,-114.61230455522926,000036
1707408383.533587,Passenger_Vehicle,22.353822749593988,2.6,-26.74285830622134,5.08,-3.062054468237834,1.85,-114.61230455522872,000036
1707408383.533587,Passenger_Vehicle,9.404806818280905,2.6,-4.152945637702945,5.08,-3.2269132137298575,1.85,69.81822442610697,000036
1707408383.6335871,VRU_Adult_Using_Stroller,22.365153078762994,0.97,-26.802258401546844,1.56,-3.0173589823380955,1.68,-107.70041117537542,000037
1707408383.6335871,Passenger_Vehicle,22.365153078762994,2.6,-26.802258401546837,5.08,-3.017358982338095,1.85,-107.7004111753748,000037
1707408383.6335871,Passenger_Vehicle,9.682814153035487,2.6,-3.1831424792607645,5.08,-3.195496638615926,1.85,70.34991141643137,000037
1707408383.733587,VRU_Adult_Using_Stroller,22.347086410522465,0.97,-26.871702995300296,1.56,-3.0262217473983766,1.68,-112.55520141678295,000038
1707408383.733587,Passenger_Vehicle,22.34708641052246,2.6,-26.871702995300293,5.08,-3.0262217473983757,1.85,-112.5552014167829,000038
1707408383.733587,Passenger_Vehicle,9.985290941984761,2.6,-2.307726963706642,5.08,-3.2522417462390396,1.85,-102.70239460019255,000038
1707408383.8335872,VRU_Adult_Using_Stroller,22.3168366010799,0.97,-27.035360336303714,1.56,-3.108850312787433,1.68,-112.33892461098176,000039
1707408383.8335872,VRU_Adult,11.327987964336693,0.83,1.4837949459369333,0.75,-3.240570967014018,1.59,-17.863300555919444,000039
1707408383.8335872,Passenger_Vehicle,22.3168366010799,2.6,-27.03536033630371,5.08,-3.108850312787433,1.85,-112.33892461098262,000039
1707408383.933587,VRU_Adult_Using_Stroller,22.350714430517083,0.97,-27.07240692450076,1.56,-3.0832385432963467,1.68,-119.53588865384938,000040
1707408383.933587,Passenger_Vehicle,22.35071443051708,2.6,-27.072406924500758,5.08,-3.0832385432963463,1.85,-119.53588865384975,000040
1707408383.933587,Passenger_Vehicle,9.709442011515304,2.6,-3.175801428159077,5.08,-3.2416349728902176,1.85,70.09113209730685,000040
1707408384.033587,VRU_Adult,11.326073964436853,0.83,1.4910578032334645,0.75,-3.2741824388504024,1.59,-14.964007981071,000041
1707408384.033587,VRU_Adult_Using_Stroller,22.354215921140188,0.97,-27.11395738639084,1.56,-3.056625352186315,1.68,-109.46178126638242,000041
1707408384.033587,Passenger_Vehicle,22.354215921140185,2.6,-27.113957386390837,5.08,-3.0566253521863147,1.85,-109.46178126638219,000041
1707408384.1335871,VRU_Adult,11.324974793654226,0.83,1.5087679349459113,0.75,-3.276848646310659,1.59,-13.223607007018973,000042
1707408384.1335871,Passenger_Vehicle,22.369279494652385,2.6,-27.16654982933631,5.08,-3.0361239405778733,1.85,-111.8994554588318,000042
1707408384.233587,VRU_Adult,11.355245494842531,0.83,1.4777312755584702,0.75,-3.2613010406494127,1.59,-15.3867909739968,000043
1707408384.233587,VRU_Adult_Using_Stroller,22.352638071233578,0.97,-27.232071703130547,1.56,-3.041142512451519,1.68,-102.71332789343037,000043
1707408384.233587,Passenger_Vehicle,22.352638071233578,2.6,-27.232071703130547,5.08,-3.041142512451518,1.85,-102.71332789343066,000043
1707408384.3335872,VRU_Adult_Using_Stroller,22.3289118025038,0.97,-27.305430560641824,1.56,-3.071895392735799,1.68,-118.15340874424399,000044
1707408384.3335872,Passenger_Vehicle,22.34918347272006,2.6,-27.28795233639804,5.08,-3.055243172428824,1.85,-104.72013773565445,000044
1707408384.3335872,Passenger_Vehicle,10.182511633092709,2.6,-1.6861987222324724,5.08,-3.2598011818799093,1.85,-103.08642977326986,000044
1707408384.433587,VRU_Adult_Using_Stroller,22.311943472885506,0.97,-27.368157037874553,1.56,-3.0174799837717194,1.68,-107.10364361038421,000045
1707408384.433587,Passenger_Vehicle,22.311943472885506,2.6,-27.368157037874546,5.08,-3.017479983771719,1.85,-107.10364361038447,000045
1707408384.433587,Passenger_Vehicle,9.318661371866868,2.6,-4.3679624080657975,5.08,-3.217874193191528,1.85,69.88406800871334,000045
1707408384.533587,VRU_Adult_Using_Stroller,22.283290982246402,0.97,-27.463306069374088,1.56,-3.0636401176452637,1.68,-105.38696745861048,000046
1707408384.533587,Passenger_Vehicle,22.2832909822464,2.6,-27.463306069374084,5.08,-3.0636401176452632,1.85,-105.3869674586102,000046
1707408384.533587,Passenger_Vehicle,10.1064219267472,2.6,-1.9297371739926563,5.08,-3.265330428662507,1.85,-102.92873595880627,000046
1707408384.6335871,VRU_Adult_Using_Stroller,22.25703872518337,0.97,-27.517368235486625,1.56,-3.049194949738523,1.68,-103.89587767896572,000047
1707408384.6335871,Passenger_Vehicle,22.27125706879989,2.6,-27.504603385925293,5.08,-3.0347816373990923,1.85,-98.50705695914982,000047
1707408384.6335871,Passenger_Vehicle,9.40114259719849,2.6,-4.152148153100697,5.08,-3.230015754699706,1.85,69.89369267220282,000047
1707408384.733587,VRU_Adult_Using_Stroller,22.26642044554366,0.97,-27.55433070406001,1.56,-3.0539341327991893,1.68,-91.7236070861253,000048
1707408384.733587,Passenger_Vehicle,22.266420445543655,2.6,-27.554330704060007,5.08,-3.0539341327991885,1.85,-91.7236070861255,000048
1707408384.733587,Passenger_Vehicle,9.703520774841312,2.6,-3.1779723723729463,5.08,-3.2447898387908927,1.85,70.19048758200162,000048
1707408384.8335872,VRU_Adult,11.318908373514814,0.83,1.4933911859989166,0.75,-3.2721251447995496,1.59,-14.975059286694435,000049
1707408384.8335872,VRU_Adult_Using_Stroller,22.240752055727206,0.97,-27.640138231474783,1.56,-3.0640323408718766,1.68,-99.87638417109645,000049
1707408384.8335872,Passenger_Vehicle,22.240752055727206,2.6,-27.64013823147478,5.08,-3.064032340871876,1.85,-99.8763841710963,000049
1707408384.933587,VRU_Adult,11.321746031443283,0.83,1.49914620320002,0.75,-3.2457565267880746,1.59,-20.722305776422356,000050
1707408384.933587,VRU_Adult_Using_Stroller,22.24129156972848,0.97,-27.710617626414585,1.56,-3.1124610152899055,1.68,-94.87506676619995,000050
1707408384.933587,Passenger_Vehicle,22.241291569728478,2.6,-27.710617626414578,5.08,-3.1124610152899046,1.85,-94.87506676620015,000050
1707408385.033587,VRU_Adult,11.360018556768248,0.83,1.4835661758076062,0.75,-3.2970706549557764,1.59,-10.804981807249167,000051
1707408385.033587,VRU_Adult_Using_Stroller,22.259748687744146,0.97,-27.748986244201664,1.56,-3.088534502983094,1.68,-89.89934395650084,000051
1707408385.033587,Passenger_Vehicle,22.25974868774414,2.6,-27.74898624420166,5.08,-3.0885345029830926,1.85,-89.89934395650064,000051
1707408385.1335871,VRU_Adult,11.311807155609134,0.83,1.5059147306850977,0.75,-3.297921895980834,1.59,-16.737247315822547,000052
1707408385.1335871,VRU_Adult_Using_Stroller,22.3004130935669,0.97,-27.749282112121588,1.56,-3.057292790412903,1.68,-55.185039274574265,000052
1707408385.1335871,Passenger_Vehicle,22.300413093566895,2.6,-27.74928211212158,5.08,-3.057292790412902,1.85,-55.185039274573846,000052
1707408385.233587,VRU_Adult,11.319073359171556,0.83,1.4906336665153457,0.75,-3.273290435473123,1.59,-16.788799750253908,000053
1707408385.233587,VRU_Adult_Using_Stroller,22.29310158320836,0.97,-27.859555244445804,1.56,-3.0870820794786726,1.68,-117.60163671067866,000053
1707408385.233587,Passenger_Vehicle,22.318580062301073,2.6,-27.839935691268355,5.08,-3.0590904421276512,1.85,-107.85005194150548,000053
1707408385.3335872,VRU_Adult_Using_Stroller,22.32077369689942,0.97,-27.79601449966431,1.56,-3.0336644331614178,1.68,-68.94494781504503,000054
1707408385.3335872,Passenger_Vehicle,22.33325210450188,2.6,-27.792430393279545,5.08,-3.04478831518264,1.85,-66.70528561915015,000054
1707408385.3335872,Passenger_Vehicle,9.509813117980961,2.6,-3.7674799680709867,5.08,-3.2270398139953604,1.85,70.29817259479374,000054
1707408385.433587,VRU_Adult_Using_Stroller,22.368492529942444,0.97,-27.803188690772426,1.56,-3.0705653795829186,1.68,-85.04313408540438,000055
1707408385.433587,Passenger_Vehicle,22.369498326228214,2.6,-27.80338632143461,5.08,-3.070004266041975,1.85,-85.08805157426522,000055
1707408385.433587,Passenger_Vehicle,9.977305080579677,2.6,-2.3155374371487203,5.08,-3.238833873168281,1.85,-102.90300967789045,000055
1707408385.533587,VRU_Adult,11.34118236194958,0.83,1.4866497516632067,0.75,-3.2572233243422066,1.59,-21.90714101698326,000056
1707408385.533587,VRU_Adult_Using_Stroller,22.37037503442099,0.97,-27.898561788159753,1.56,-3.0701624681783275,1.68,-104.9271795873625,000056
1707408385.533587,Passenger_Vehicle,22.38058968477471,2.6,-27.876989985621254,5.08,-3.079000556191732,1.85,-111.87153375484334,000056
1707408385.6335871,VRU_Adult,11.311389336219206,0.83,1.5025628805160511,0.75,-3.305430742410512,1.59,-14.110418471839559,000057
