Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation,bin_idx
1701908998.0774188,VRU_Adult_Using_Stroller,20.99698638916016,0.97,-3.9118349154790297,1.56,-3.1841232379277553,1.68,101.71126688383427,000031
1701908998.177419,VRU_Adult_Using_Stroller,21.002291917800907,0.97,-3.929304212331778,1.56,-3.2383434176445007,1.68,102.26786408283115,000032
1701908998.177419,VRU_Adult_Using_Stroller,38.27271804809571,0.97,-43.72395706176758,1.56,-1.9589040756225558,1.68,46.196584035607444,000032
1701908998.2774189,VRU_Adult_Using_Stroller,20.96758079528809,0.97,-3.9434263441297808,1.56,-3.164098580678304,1.68,124.36471575334116,000033
1701908998.377419,VRU_Adult_Using_Stroller,20.945010715060768,0.97,-3.9186754756503697,1.56,-3.1622488233778214,1.68,-41.8788303771392,000034
1701908998.477419,VRU_Adult_Using_Stroller,20.939041137695316,0.97,-3.9012245110103123,1.56,-3.1529596873692105,1.68,101.83805547684521,000035
1701908998.477419,VRU_Adult_Using_Stroller,38.53266525268555,0.97,-43.520073481968474,1.56,-2.074367710522242,1.68,-127.39325299630383,000035
1701908998.5774188,VRU_Adult_Using_Stroller,20.91299962997437,0.97,-3.8687064349651394,1.56,-3.1629389524459843,1.68,119.60047356533849,000036
1701908998.677419,VRU_Adult_Using_Stroller,20.869447163173135,0.97,-3.8461043153490393,1.56,-3.131347758429391,1.68,131.42444144273475,000037
1701908998.7774189,VRU_Adult_Using_Stroller,20.804840803146366,0.97,-3.7575085163116517,1.56,-3.177356868982315,1.68,-46.009424128129496,000038
1701908998.877419,VRU_Adult_Using_Stroller,20.78474871317546,0.97,-3.7335739930470844,1.56,-3.1897283792495728,1.68,134.58868641454063,000039
1701908998.977419,VRU_Adult_Using_Stroller,20.809971400669646,0.97,-3.676189729145601,1.56,-3.1869808265141084,1.68,121.52776367974508,000040
1701908998.977419,VRU_Adult_Using_Stroller,37.505250549316415,0.97,-44.43655853271484,1.56,-2.434277606010436,1.68,-51.76040454838734,000040
1701908999.0774188,VRU_Adult_Using_Stroller,20.874851989746098,0.97,-3.7092266559600895,1.56,-3.2887734889984137,1.68,-50.701419806656226,000041
1701908999.177419,VRU_Adult_Using_Stroller,20.82402483622234,0.97,-3.6101072629292865,1.56,-3.228996038436889,1.68,158.7420682416613,000042
1701908999.177419,VRU_Adult_Using_Stroller,38.31138801574707,0.97,-43.48673947652181,1.56,-2.0763270457585645,1.68,-108.42527473213585,000042
1701908999.5774188,VRU_Adult_Using_Stroller,20.800179958343513,0.97,-3.3742144703865113,1.56,-3.1549278497695923,1.68,142.734419376068,000046
1701908999.5774188,VRU_Adult_Using_Stroller,38.312249501546226,0.97,-43.47437731424967,1.56,-2.0761524637540165,1.68,-108.10220818600382,000046
1701908999.7774189,VRU_Adult_Using_Stroller,20.80286343892416,0.97,-3.3334650993347226,1.56,-3.2181379000345878,1.68,155.19468187907347,000048
1701908999.877419,VRU_Adult_Using_Stroller,22.69243144989014,0.97,-11.703274522508895,1.56,-3.211549494947705,1.68,-73.22357581656422,000049
1701908999.877419,VRU_Adult_Using_Stroller,38.312238693237305,0.97,-43.48159917195638,1.56,-2.0765285491943355,1.68,-106.15909489939119,000049
1701908999.977419,VRU_Adult_Using_Stroller,20.828048070271816,0.97,-3.2718426783879653,1.56,-3.141759475072225,1.68,146.66806803806136,000050
