Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1708469900.925744,VRU_Adult_Using_Bicycle,10.539562838418146,0.89,-2.2834128098828463,1.53,-3.251799157687595,1.38,96.92399374253722
1708469901.025744,VRU_Adult_Using_Bicycle,10.528856717623203,0.96,-2.572417626014124,1.64,-3.294679990181555,1.65,97.43258950262555
1708469901.025744,VRU_Adult_Using_Bicycle,11.658334414164232,0.89,0.4485039860010147,1.53,-3.8167477448781315,1.38,-108.82954040506064
1708469901.125744,VRU_Adult_Using_Bicycle,10.602115557743959,0.89,-2.351360040215349,1.53,-3.380603276766263,1.38,80.76959719451801
1708469901.225744,VRU_Adult_Using_Bicycle,10.516602575778965,0.89,-2.230476573109626,1.53,-3.280639007687568,1.38,97.67467509129973
1708469901.3257442,VRU_Adult_Using_Bicycle,10.553231988634385,0.89,-2.1274629911141747,1.53,-3.4791163376399443,1.38,88.84476637640944
1708469901.425744,VRU_Adult_Using_Bicycle,10.52098981539409,0.96,-2.576525747776033,1.64,-3.308094282944996,1.65,94.76352825990791
1708469901.525744,VRU_Adult_Using_Bicycle,10.569530827658525,0.96,-2.437918952533184,1.64,-3.360182625906807,1.65,92.48486150628467
1708469901.625744,VRU_Adult_Using_Bicycle,10.533617178599043,0.96,-2.431773394346236,1.64,-3.391626656055449,1.65,90.99873302469626
1708469901.725744,VRU_Adult_Using_Bicycle,10.545229251568138,0.96,-2.585881260725169,1.64,-3.288071724084706,1.65,93.40228487708701
1708469901.8257442,VRU_Adult_Using_Bicycle,10.574755668640142,0.96,-2.3693839212258623,1.64,-3.3107609550158172,1.65,93.15444537321218
1708469901.925744,VRU_Adult_Using_Bicycle,10.525254102853635,0.96,-2.5957745863841186,1.64,-3.2969990510206943,1.65,96.57401994376012
1708469902.025744,VRU_Adult_Using_Bicycle,10.557085990905769,0.96,-2.59756922721863,1.64,-3.3142100297487693,1.65,93.40409971866947
