Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1709001049.261847,Passenger_Vehicle,23.200814008712772,2.6,-24.90290600061417,5.08,-3.026341758668423,1.85,83.92939446314756
1709001049.3618472,Passenger_Vehicle,23.157568629195055,2.6,-24.887936894486593,5.08,-2.962089468793171,1.85,111.65737584308286
1709001049.461847,Passenger_Vehicle,23.152590751647953,2.6,-24.835784639631004,5.08,-3.1344158138547624,1.85,-92.29229334536072
1709001049.5618472,Passenger_Vehicle,23.155063947041835,2.6,-24.836271524429325,5.08,-3.0456270277500153,1.85,-76.29289780767297
1709001049.661847,Passenger_Vehicle,23.240853159051195,2.6,-24.848136299534854,5.08,-3.1905685224031144,1.85,-104.51148057108782
1709001049.761847,Passenger_Vehicle,23.231438191731776,2.6,-24.92001768747966,5.08,-3.0192684650421144,1.85,75.14072374057433
1709001049.8618472,Passenger_Vehicle,23.163178998370505,2.6,-24.86926557851393,5.08,-2.9793887415597604,1.85,111.69969871905705
1709001049.961847,Passenger_Vehicle,23.19998044234056,2.6,-24.89926096109244,5.08,-3.040930454547589,1.85,-91.12659362827404
1709001049.961847,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,37.477836608886726,0.75,-45.31927299499512,0.69,-2.567658901214598,1.45,-27.942720963194155
1709001050.0618472,Passenger_Vehicle,23.158109078040493,2.6,-24.837626017056984,5.08,-3.136821315838741,1.85,-85.03667773133125
1709001050.161847,Passenger_Vehicle,23.185017967224123,2.6,-24.894140116373702,5.08,-3.079456893603007,1.85,-99.8899495890852
1709001050.161847,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,38.2928409576416,0.75,-44.36278057098389,0.69,-2.131579399108885,1.45,-160.20179661867698
1709001050.261847,Passenger_Vehicle,23.2346363067627,2.6,-24.826380623711483,5.08,-3.2172432078255553,1.85,-97.48879774237045
1709001050.3618472,Passenger_Vehicle,23.221120262146,2.6,-24.906691678365075,5.08,-3.0595473130544026,1.85,74.81991405043344
1709001050.461847,Passenger_Vehicle,23.18547051041215,2.6,-24.916148644906507,5.08,-3.050863928265042,1.85,84.4826929622704
1709001050.5618472,VRU_Adult_Using_Bicycle,23.057211251094426,0.89,-25.029502013633994,1.53,-2.85769509447032,1.38,-101.25774805368863
1709001050.5618472,Passenger_Vehicle,23.232578701443146,2.6,-24.89454728585703,5.08,-3.0450645729347516,1.85,77.92022022273241
1709001050.661847,Passenger_Vehicle,23.246659660339358,2.6,-24.87497882843018,5.08,-3.188476371765137,1.85,-115.5339724480566
1709001050.761847,Passenger_Vehicle,23.230594907488143,2.6,-24.864847183227546,5.08,-3.17938704717727,1.85,-105.42001552448798
1709001050.761847,VRU_Adult_Using_Non-Motorized_Device/Prop_Other,37.960668182373055,0.75,-44.97014694213867,0.69,-2.331023836135863,1.45,126.20737103072838
1709001050.8618472,Passenger_Vehicle,23.23694367842241,2.6,-24.89180599559438,5.08,-3.0424172011288735,1.85,77.38968199673656
