000023.pid, person, 21.079186439514164, -4.727093060811367, -3.3571178515752162, 0.7821445465087891,109.93691305344538
000023.pid, car, 21.469425950731555, -5.029385004724779, -3.258642579827989, 0.7204700708389282,125.70574580812595
000024.pid, car, 21.461789321899413, -5.016246566772465, -3.248593444824218, 0.756096363067627,125.40974666088692
000025.pid, car, 21.435773776127743, -5.026913826282211, -3.288665047058692, 0.7291213274002075,126.64174516486895
000026.pid, person, 21.130249871148006, -4.839842796325689, -3.319270001517402, 0.8416063785552979,-63.07577400203473
000026.pid, car, 21.432017787810295, -5.0247973472841325, -3.262849261683802, 0.7125052809715271,131.77772028091104
000027.pid, person, 21.096876907348637, -4.744404029846197, -3.350641632080079, 0.8520339131355286,113.48570655158694
000027.pid, car, 21.481959304809575, -5.049679050445559, -3.250116176605224, 0.7222536206245422,120.85610108080789
000028.pid, person, 21.11948895454407, -4.766678035259253, -3.4826042652130127, 0.8426761031150818,-65.72161449104698
000028.pid, car, 21.145273208618164, -3.6132187247276324, -3.2525657316048933, 0.728137195110321,103.0395598811817
000029.pid, person, 21.12336158752442, -4.814222526550299, -3.372669982910157, 0.8381714224815369,-60.102800872528356
000029.pid, car, 21.478272076310784, -5.069478906434162, -3.267332899159398, 0.6702431440353394,118.07624274853816
000030.pid, person, 21.115074430193225, -4.761278493063797, -3.3835580689566482, 0.8085439801216125,102.29451999554556
000030.pid, car, 21.43598973309552, -5.0138068022551385, -3.2661223676469584, 0.7161887884140015,123.53460821924214
000031.pid, person, 21.135966406928173, -4.8369263013204, -3.3185887601640496, 0.7513856887817383,-62.46364451729503
000031.pid, car, 21.4276185189524, -5.022374306955649, -3.2617051447591465, 0.688948929309845,130.5820830616767
000032.pid, person, 21.118214925130214, -4.764204025268561, -3.3886117140452066, 0.7077792882919312,100.47385526573517
000032.pid, car, 21.457181851069137, -5.0163638194402065, -3.264319151639938, 0.7078242897987366,119.1619216531051
000033.pid, person, 21.088964080810552, -4.742161750793462, -3.3217658519744875, 0.707105815410614,-69.83701684542933
000033.pid, car, 21.443599700927734, -4.990605959525477, -3.253655516184293, 0.7326709628105164,129.80444276872524
000034.pid, person, 21.124255895614628, -4.7748237252235475, -3.479242652654648, 0.7350106835365295,-64.76906524773099
000034.pid, car, 21.31689025615824, -4.450484127833928, -3.3032017247430203, 0.738852858543396,102.8296647202572
000035.pid, person, 21.12161827087403, -4.7918317794799865, -3.3668963432312013, 0.7867432832717896,-61.06580805394416
000035.pid, car, 21.47889968872071, -5.0271541595459, -3.262915019989013, 0.7263755798339844,117.85671805966095
000036.pid, person, 21.131948471069343, -4.848587226867682, -3.332243251800538, 0.7313209176063538,-59.31138303909999
000036.pid, car, 21.464281008793762, -5.0241570105919475, -3.260398305379427, 0.7518452405929565,124.60989124797428
000037.pid, person, 21.111520494733544, -4.779413836342954, -3.3835510526384627, 0.8148780465126038,-60.922840235167506
000037.pid, car, 21.432447104618472, -5.004980975183953, -3.292839724442054, 0.7352127432823181,124.51373101160351
000038.pid, person, 21.111567361014234, -4.742740154266364, -3.447935581207276, 0.8428484797477722,-63.68266653016325
000038.pid, car, 21.46239921569824, -4.986554718017582, -3.2735072898864734, 0.7397370934486389,119.07103939881787
000039.pid, person, 21.109487261090965, -4.763585703713559, -3.367682865687779, 0.8553000688552856,-61.49500934896951
000039.pid, car, 21.4498130934579, -5.005985821996417, -3.2675564714840477, 0.6836334466934204,123.62821335595032
000040.pid, person, 21.078322274344313, -4.699366501399455, -3.417946577072144, 0.8421646952629089,103.49433285313428
000040.pid, car, 21.43184326434958, -4.99529651115681, -3.272445974678828, 0.7130203247070312,125.65691696499094
000041.pid, person, 21.084903081258144, -4.7014394601186185, -3.378677248954773, 0.8376428484916687,-74.5230355493367
000041.pid, car, 21.429149691263834, -4.978133074442548, -3.272120857238769, 0.7083024978637695,124.97842696824644
000042.pid, person, 21.12423896789551, -4.766175270080573, -3.4528772036234536, 0.8529630899429321,-65.23113182967919
000042.pid, car, 21.43661901685927, -5.013872853031867, -3.269604400352195, 0.7003402709960938,124.25897456066123
000043.pid, person, 21.10641733805339, -4.74451669057211, -3.41579540570577, 0.8291875123977661,-63.7316400823837
000043.pid, car, 21.44280363012243, -4.993851502736412, -3.267244762844509, 0.6948388814926147,123.12504460280363
000044.pid, car, 21.41608351248282, -4.9729173095138, -3.283971150716145, 0.7427936792373657,122.96350143135231
000045.pid, car, 21.440600165005392, -4.989452559372478, -3.302679489398824, 0.7218451499938965,124.33856031530081
000046.pid, person, 21.121370633443203, -4.780137936274216, -3.449398517608643, 0.7700127959251404,-65.17554064001897
000046.pid, car, 21.418906968215417, -4.999268219388765, -3.281358390018857, 0.7065631747245789,122.47955266752423
