000030.pid, stop_sign, 38.161492665608726, -44.680673599243164, -2.3962866266568486, 0.3877998888492584,85.22032922126043
000032.pid, car, 14.318540279681876, -26.8061941587008, -3.1505122551551232, 0.4282183349132538,-50.69071318988988
000033.pid, stop_sign, 37.48124440511068, -45.08755874633789, -2.7311907609303767, 0.5064675807952881,-31.510012052952753
000034.pid, stop_sign, 38.10552151997884, -45.05377642313639, -2.6331146558125798, 0.4267323911190033,126.93808582794462
000042.pid, stop_sign, 37.665444691975914, -44.67505772908529, -2.5492072105407693, 0.3697524666786194,-52.70899258999324
000046.pid, stop_sign, 37.97610092163086, -44.68007469177246, -2.4431160291035963, 0.4415035545825958,134.7148018085866
000047.pid, car, 14.335662495006225, -26.84436277909713, -3.1362789544192236, 0.47785308957099915,127.81506514496823
000049.pid, stop_sign, 38.24883106776646, -44.52318899972098, -2.487490092005046, 0.4486328065395355,10.902444466895428
000051.pid, stop_sign, 37.237715403238944, -44.425802866617836, -2.7003562450408913, 0.4838941991329193,62.535339755690146
000054.pid, car, 14.310059467951467, -26.80577484766643, -3.145924846331278, 0.4571383595466614,-50.60115764262939
000055.pid, stop_sign, 38.46011310153538, -44.2681516011556, -2.3898690674040037, 0.4607320725917816,30.721302939719244
000056.pid, stop_sign, 38.02696164449056, -45.09515253702799, -2.574314554532368, 0.4898553192615509,120.42654862393843
000057.pid, motorcycle, 14.316252072652189, -26.795621871948253, -3.142138302326203, 0.3849658668041229,-55.3182396819424
000058.pid, motorcycle, 14.300521930058807, -26.787429968516037, -3.1472797393798833, 0.4400534927845001,-55.856205377211374
000059.pid, motorcycle, 14.394531923181878, -26.759663974537574, -3.1735299755545228, 0.48417818546295166,109.90275020006382
000059.pid, stop_sign, 37.49991671244304, -42.479573567708336, -2.3881498773892704, 0.4454781711101532,101.229779687241
000062.pid, motorcycle, 14.417517900466926, -26.813383460044864, -3.1693077087402344, 0.37378036975860596,101.7712424432297
000062.pid, stop_sign, 38.625011444091804, -45.76977310180664, -2.86188712120056, 0.4825698435306549,-75.3105982721479
000066.pid, stop_sign, 38.76782913208008, -45.19443359375, -2.435683465003966, 0.32867157459259033,92.07652570045798
000069.pid, stop_sign, 37.78413724899292, -43.08784198760986, -2.3007440268993355, 0.43792232871055603,99.55552540958303
000071.pid, car, 14.322810427347827, -26.778072230021166, -3.157603963216146, 0.44039386510849,-45.30439872770774
000072.pid, stop_sign, 37.68969917297364, -44.52089881896973, -2.543920218944548, 0.5091838240623474,-0.6650947512264525
000073.pid, car, 14.350180807567783, -26.79463077726819, -3.165759938103812, 0.47062766551971436,-54.21540647041389
000075.pid, stop_sign, 37.71204321725029, -42.93801988874163, -2.296090841293334, 0.3051038682460785,99.17203251458655
000079.pid, stop_sign, 37.98143513997396, -44.6869010925293, -2.4435270627339665, 0.421625554561615,133.29598947972207
000082.pid, car, 14.312220096588144, -26.8180921872457, -3.1452431877454123, 0.4761974811553955,-46.82821547968611
000083.pid, car, 14.308263914925721, -26.781559807913652, -3.1568624632699147, 0.4510268270969391,-47.619232458314045
000084.pid, stop_sign, 37.206930796305336, -44.404683430989586, -2.6986811161041246, 0.486088365316391,61.35677757936766
000085.pid, car, 14.320651133855193, -26.80404694875082, -3.1485497554143276, 0.5250033140182495,136.76770824765845
000087.pid, stop_sign, 38.0438483101981, -44.549203055245535, -2.387039405958991, 0.49135345220565796,93.8336193531378
000088.pid, car, 14.322880665461232, -26.838597138722744, -3.1489673455556235, 0.504748523235321,132.26280147753332
000090.pid, stop_sign, 38.10465022495815, -44.4606819152832, -2.2872832332338597, 0.3822990655899048,-68.47056148838715
000092.pid, person, 14.316375905817216, -26.840499704534363, -3.1382114237005068, 0.4903583824634552,124.14987152411098
000093.pid, stop_sign, 38.47027651468913, -45.19440205891927, -2.5997434258460985, 0.46344855427742004,101.41124062373012
