Timestamps,subclass,x_center,x_length,y_center,y_length,z_center,z_length,z_rotation
1706718473.269418,VRU_Adult_Using_Bicycle,9.180153846740728,0.89,-5.436552143096931,1.53,-2.9633547306060795,1.38,23.928931046828925
1706718473.369418,VRU_Adult_Using_Bicycle,9.163885911305753,0.89,-5.447143952051806,1.53,-2.966602325439453,1.38,21.397190158467712
1706718473.4694178,VRU_Adult_Using_Bicycle,9.166784831455782,0.89,-5.435979706900468,1.53,-2.9662775312151233,1.38,23.006023804842243
1706718473.569418,VRU_Adult_Using_Bicycle,9.219181418418891,0.89,-5.408730804920204,1.53,-2.949119210243225,1.38,33.31763643184115
1706718473.6694179,VRU_Adult,36.40653228759766,0.83,-46.66395123799642,0.75,-2.6985960205396005,1.59,-33.711918216087014
1706718473.6694179,VRU_Adult_Using_Bicycle,9.242933654785162,0.89,-5.419005966186531,1.53,-2.949718189239502,1.38,-152.2852662078467
1706718473.769418,VRU_Adult,38.562191772460935,0.83,-57.63262710571289,0.75,-2.8257466316223137,1.59,47.33634813420416
1706718473.769418,VRU_Adult_Using_Bicycle,9.219384908676155,0.89,-5.426450371742255,1.53,-2.9653427600860605,1.38,-148.51566380053882
1706718473.869418,VRU_Adult,36.033747355143234,0.83,-43.50050735473633,0.75,-2.6309149662653604,1.59,45.328651375789335
1706718473.869418,VRU_Adult_Using_Bicycle,9.208671297345846,0.89,-5.4349126134600025,1.53,-2.963539430073329,1.38,26.14123535763674
1706718473.9694178,VRU_Adult_Using_Bicycle,9.256948232650764,0.89,-5.43110120296479,1.53,-2.9432630538940434,1.38,-147.33166344554505
1706718474.069418,VRU_Adult,35.624477931431365,0.83,-44.35182952880859,0.75,-2.221156665257044,1.59,160.48785475464982
1706718474.069418,VRU_Adult_Using_Bicycle,9.206221199035651,0.89,-5.450122547149666,1.53,-2.9700479984283445,1.38,30.01165977100371
1706718474.1694179,VRU_Adult_Using_Bicycle,9.244281087602891,0.89,-5.414211954389306,1.53,-2.9425870691026965,1.38,27.56675924668366
1706718474.269418,VRU_Adult_Using_Bicycle,9.255586433410649,0.89,-5.420560455322274,1.53,-2.949499416351319,1.38,-155.94920430686392
1706718474.369418,VRU_Adult_Using_Bicycle,9.236379384994514,0.89,-5.441015005111701,1.53,-2.946966826915742,1.38,-147.2759215339088
1706718474.4694178,VRU_Adult_Using_Bicycle,9.25716743469239,0.89,-5.422360610961922,1.53,-2.9525442600250247,1.38,-154.12045746429533
1706718474.569418,VRU_Adult_Using_Bicycle,9.227576255798347,0.89,-5.434114456176765,1.53,-2.9568556944529214,1.38,-144.34824099756543
1706718474.6694179,VRU_Adult_Using_Bicycle,9.25487399101258,0.89,-5.429916858673103,1.53,-2.9397148489952087,1.38,-149.4668657369402
1706718474.769418,VRU_Adult_Using_Bicycle,9.2814428806305,0.89,-5.400100588798531,1.53,-2.949325263500214,1.38,2.064040047940967
1706718474.869418,VRU_Adult_Using_Bicycle,9.23933625221253,0.89,-5.436363816261299,1.53,-2.947180032730103,1.38,-146.6324285836305
1706718474.9694178,VRU_Adult,35.57339096069337,0.83,-44.60520226614817,0.75,-2.32476930958884,1.59,-57.29468294972245
1706718474.9694178,VRU_Adult_Using_Bicycle,9.234789609909061,0.89,-5.435688495635994,1.53,-2.9689602851867685,1.38,-142.6765393685502
1706718475.069418,VRU_Adult_Using_Bicycle,9.1350965499878,0.89,-5.420890045166016,1.53,-2.9675755023956287,1.38,164.50849684105623
1706718475.1694179,VRU_Adult_Using_Bicycle,9.257675170898443,0.89,-5.424308872222907,1.53,-2.9528622627258314,1.38,-144.56104442395034
1706718475.269418,VRU_Adult_Using_Bicycle,9.264898300170906,0.89,-5.445934931437182,1.53,-2.929196039835612,1.38,-144.32293885232968
1706718475.369418,VRU_Adult_Using_Bicycle,9.260734240214036,0.89,-5.391457796096809,1.53,-2.9428339799245204,1.38,-132.61933158407012
1706718475.4694178,VRU_Adult_Using_Bicycle,9.23832273483277,0.89,-5.442791104316719,1.53,-2.947731316089631,1.38,-145.98490874176358
1706718475.569418,VRU_Adult,35.96021143595379,0.83,-46.00456619262695,0.75,-2.4937796195348083,1.59,49.638540123023866
1706718475.569418,VRU_Adult_Using_Bicycle,9.212989330291752,0.89,-5.428798556327828,1.53,-2.964390456676483,1.38,-149.64015348685064
1706718475.6694179,VRU_Adult_Using_Bicycle,9.220191819327226,0.89,-5.430853571210596,1.53,-2.9567009040287564,1.38,32.192901829931394
1706718475.769418,VRU_Adult_Using_Bicycle,9.273928642272956,0.89,-5.391471266746527,1.53,-2.939661145210266,1.38,2.4978283292739722
1706718475.869418,VRU_Adult,38.09490127563477,0.83,-55.31104354858398,0.75,-2.874186372756956,1.59,103.47018717800763
1706718475.869418,VRU_Adult_Using_Bicycle,9.220218181610113,0.89,-5.42333388328553,1.53,-2.9636123776435856,1.38,-150.77776631698734
1706718475.9694178,VRU_Adult_Using_Bicycle,9.237411975860601,0.89,-5.416690826416023,1.53,-2.9583930969238286,1.38,-158.49047052834615
1706718476.069418,VRU_Adult_Using_Bicycle,9.158144950866705,0.89,-5.419163544972744,1.53,-2.978987455368042,1.38,-131.10002877443242
1706718476.1694179,VRU_Adult,36.91789627075195,0.83,-47.902974128723145,0.75,-2.9877832531929,1.59,-65.97794719853562
1706718476.1694179,VRU_Adult_Using_Bicycle,9.239769526890354,0.89,-5.390089443751751,1.53,-2.9459754398890907,1.38,37.87827156359469
1706718476.269418,VRU_Adult_Using_Bicycle,9.19306341807048,0.89,-5.4608031908671135,1.53,-2.9541461467742933,1.38,19.182912030874725
1706718476.369418,VRU_Adult_Using_Bicycle,9.246894018990659,0.89,-5.412260055542,1.53,-2.9452950954437256,1.38,25.937012276429844
1706718476.4694178,VRU_Adult_Using_Bicycle,9.176260789235439,0.89,-5.4389104048411125,1.53,-2.9670792420705165,1.38,25.767813723651223
1706718476.4694178,VRU_Adult_Using_Bicycle,-0.3768471678098006,0.89,-15.130178451538091,1.53,-3.027005036671955,1.38,-162.5671514238624
1706718476.569418,VRU_Adult_Using_Bicycle,9.20924527304514,0.89,-5.425435270581934,1.53,-2.9596358367374966,1.38,17.647286905236935
1706718476.6694179,VRU_Adult_Using_Bicycle,9.190364122390752,0.89,-5.453497171401985,1.53,-2.961213231086731,1.38,25.22716861564062
1706718476.6694179,VRU_Adult_Using_Bicycle,-0.42115078568457714,0.89,-15.210407257080082,1.53,-3.35330681800842,1.38,-142.64569474652404
1706718476.769418,VRU_Adult_Using_Bicycle,9.228526433308925,0.89,-5.416522423426318,1.53,-2.955632487932841,1.38,18.269842237330533
1706718476.869418,VRU_Adult_Using_Bicycle,9.18737847464426,0.89,-5.440774577004577,1.53,-2.958865404129028,1.38,20.03575009884067
1706718476.9694178,VRU_Adult_Using_Bicycle,9.222869873046882,0.89,-5.4275600115458245,1.53,-2.951959212621053,1.38,19.88073271557539
1706718477.069418,VRU_Adult_Using_Bicycle,9.23794102668763,0.89,-5.418865621089942,1.53,-2.9510695636272435,1.38,27.96779066033633
1706718477.1694179,VRU_Adult_Using_Bicycle,9.183896700541181,0.89,-5.431833187739062,1.53,-2.9665759404500327,1.38,19.967787926126128
1706718477.269418,VRU_Adult_Using_Bicycle,9.24178464072092,0.89,-5.430227960859033,1.53,-2.9414300237383166,1.38,18.185545259697264
1706718477.369418,VRU_Adult_Using_Bicycle,9.183376312255865,0.89,-5.43234570821127,1.53,-2.9673150380452484,1.38,22.247375548501534
1706718477.4694178,VRU_Adult_Using_Bicycle,-0.2941655695438315,0.89,-15.265796661376958,1.53,-3.0537815570831284,1.38,175.8525860709114
1706718477.4694178,VRU_Adult_Using_Bicycle,9.242006574358262,0.89,-5.436306680951807,1.53,-2.9506532124110634,1.38,9.38329988631984
1706718477.569418,VRU_Adult_Using_Bicycle,-0.3927692696452074,0.89,-15.281056404113773,1.53,-3.444893181324004,1.38,-153.67730743458185
1706718477.569418,VRU_Adult_Using_Bicycle,9.185389328002936,0.89,-5.4397140502929755,1.53,-2.964465188980103,1.38,25.310368648615956
1706718477.6694179,VRU_Adult_Using_Bicycle,9.198016166687017,0.89,-5.4330002920968266,1.53,-2.956991808755057,1.38,15.225459803007197
1706718477.769418,VRU_Adult_Using_Bicycle,9.166435718536382,0.89,-5.444587866465258,1.53,-2.964261015256246,1.38,25.08032384013727
1706718477.869418,VRU_Adult,-0.2840930968522959,0.83,-15.198109149932861,0.75,-3.040210247039794,1.59,1.0959096544791782
1706718477.869418,VRU_Adult_Using_Bicycle,9.17465278080532,0.89,-5.430296693529408,1.53,-2.9639900411878313,1.38,23.619272541532528
1706718477.9694178,VRU_Adult_Using_Bicycle,9.230614662170415,0.89,-5.415054917335517,1.53,-2.949019461870194,1.38,22.93964951171035
1706718477.9694178,VRU_Adult_Using_Bicycle,-0.25526721179485046,0.89,-15.162149047851562,1.53,-3.0329146862030014,1.38,-0.41270411785237915
1706718478.069418,VRU_Adult_Using_Bicycle,9.224719864981521,0.89,-5.428660188402454,1.53,-2.958305835723877,1.38,22.811675649731498
1706718478.1694179,VRU_Adult_Using_Bicycle,9.19549683162145,0.89,-5.4330108506339,1.53,-2.9593441826956615,1.38,18.59905095766727
1706718478.1694179,VRU_Adult_Using_Bicycle,-0.4589083492755862,0.89,-15.127975463867188,1.53,-3.2741587162017822,1.38,-161.51962722021054
1706718478.269418,VRU_Adult_Using_Bicycle,9.217132159641817,0.89,-5.432932308741987,1.53,-2.960040603365217,1.38,25.72197049936999
1706718478.269418,VRU_Adult_Using_Bicycle,-0.23847833275794567,0.89,-15.043954467773437,1.53,-3.0092236518859843,1.38,-1.107845797204405
1706718478.369418,VRU_Adult_Using_Bicycle,9.197382354736336,0.89,-5.422882843017585,1.53,-2.9653751373291017,1.38,22.909440749699467
1706718478.4694178,VRU_Adult_Using_Bicycle,9.190472602844247,0.89,-5.435676983424602,1.53,-2.957117489406041,1.38,22.77697850106366
1706718478.4694178,VRU_Adult_Using_Bicycle,-0.21723254397510816,0.89,-15.014841079711921,1.53,-3.003340244293211,1.38,176.32570521189587
1706718478.569418,VRU_Adult_Using_Bicycle,9.183350404103605,0.89,-5.431983629862475,1.53,-2.9672856330871586,1.38,20.502379806653792
