000021.pid, bicycle, 10.792771486135633, -2.959643712410561, -3.203454494476318, 0.5979252457618713,-60.6150250213095
000022.pid, bicycle, 10.829580307006841, -2.933735609054564, -3.310227791468302, 0.6032145023345947,71.13494411498787
000023.pid, bicycle, 10.794029780796603, -2.9186813150133415, -3.21568523134504, 0.6117361783981323,-53.318609043074176
000024.pid, bicycle, 10.730138705326965, -2.9644210521991448, -3.2540130065037642, 0.6296685338020325,162.73154177634706
000025.pid, bicycle, 10.788211602431083, -2.889041139529304, -3.2986204440777107, 0.6420255303382874,91.36162746662652
000026.pid, person, -1.073757970333095, -14.866477775573728, -3.2191565990447986, 0.4894880950450897,5.652530576018917
000026.pid, bicycle, 10.782032673175523, -2.912118049768299, -3.202164925061739, 0.6492382884025574,-56.84677106030988
000027.pid, person, -1.0898410592760293, -14.883542742047997, -3.3243973595755425, 0.4683210551738739,-130.01544393416575
000027.pid, bicycle, 10.78452242337741, -2.932282924652102, -3.205360394257765, 0.6408082246780396,-54.916530918166956
000028.pid, person, -1.0398288726806584, -14.837494087219245, -3.212645626068114, 0.43013671040534973,-165.5307257463934
000028.pid, bicycle, 10.78461331587572, -2.893410224180955, -3.2998207165644713, 0.6200700402259827,91.49611186971501
000029.pid, person, -1.02619071801503, -14.822515646616615, -3.3675620555877672, 0.47082415223121643,-12.526577540121416
000029.pid, bicycle, 10.74883047739665, -2.9557125091552803, -3.2323079744974756, 0.6326543092727661,-77.44416900459524
000030.pid, person, -1.0047311782836876, -14.83295726776123, -3.370225111643471, 0.4690445363521576,-23.568251605341555
000030.pid, bicycle, 10.783885274614613, -2.9671005521501814, -3.2243109430585584, 0.6355130672454834,-63.78235400468031
000031.pid, person, -0.9953715006510379, -14.822642485300698, -3.366973996162413, 0.5188793540000916,-9.850443730595092
000031.pid, bicycle, 10.736390658787323, -2.9721805879047927, -3.2652798720768517, 0.6420926451683044,142.11066122606312
